Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Michaela Michaelson	F	Fr	25	12	9	21	0.8400	9	18	2	2	1	0
Suzie Kuehnast	F	Fr	25	4	13	17	0.6800	8	16	2	2	0	0
Aryn Ball	F	So	25	10	5	15	0.6000	6	12	1	2	4	0
Megan Boehmer	F	Fr	25	7	7	14	0.5600	13	26	2	1	0	0
Kaytlyn Mount	F	Jr	25	7	6	13	0.5200	14	28	0	2	1	0
Jess Kniefel	F	Fr	25	7	1	8	0.3200	11	22	1	0	0	0
Ashley Harvey	F	Fr	25	3	3	6	0.2400	4	8	0	0	0	1
Stacy Spector	F	So	23	2	4	6	0.2609	0	0	0	0	0	0
Chelsea Crowell	D	So	20	1	5	6	0.3000	5	10	0	0	1	0
Ali Minelli	F	Fr	22	2	3	5	0.2273	11	22	0	0	0	0
Jordan Nielsen	D	Jr	24	1	3	4	0.1667	7	14	0	1	0	0
Katie Hopkins	F	Jr	25	0	3	3	0.1200	16	32	0	0	0	0
Meghan Lange	D	Fr	10	0	3	3	0.3000	1	2	0	0	0	0
Allison Moran	D	Fr	15	0	3	3	0.2000	5	10	0	0	0	0
Katie Gulsvig	F	So	22	1	0	1	0.0455	0	0	1	0	0	0
Sarah Hamlin	D	Fr	12	1	0	1	0.0833	3	6	0	0	0	0
Jessica Feltes	D	Fr	25	0	1	1	0.0400	11	22	0	0	0	0
Erinn Voigt	F	Fr	16	0	1	1	0.0625	1	2	0	0	0	0
Katie Allen	D	So	18	0	1	1	0.0556	9	18	0	0	0	0
Kate Swanson	D	Jr	11	0	0	0	0.0000	4	19	0	0	0	0
Amy Snyder	G	Fr	2	0	0	0	0.0000	0	0	0	0	0	0
Tiffany Wilkerson	F	Fr	17	0	0	0	0.0000	2	4	0	0	0	0
Leah Fischmann	F	Fr	2	0	0	0	0.0000	1	2	0	0	0	0
Mel Gerten	G	Fr	23	0	0	0	0.0000	1	2	0	0	0	0
