Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Denna Laing	F	Sr	31	13	14	27	0.8710	6	12	1	1	3	0
Sally Butler	F	Sr	31	6	17	23	0.7419	4	8	0	3	0	0
Brianna Leahy	F	Jr	31	8	13	21	0.6774	6	12	3	1	0	0
Ali Pankowski	D	Jr	31	6	10	16	0.5161	28	56	2	3	0	1
Rose Alleva	D	Sr	29	6	10	16	0.5517	3	6	1	3	0	1
Jaimie McDonell	F	So	28	6	9	15	0.5357	4	8	2	1	0	0
Cassidy Tucker	F	Fr	26	7	6	13	0.5000	2	4	1	1	2	0
Gabie Figueroa	D	Sr	30	1	12	13	0.4333	17	34	0	1	0	0
Hilary Lloyd	F	Fr	31	3	8	11	0.3548	6	12	1	1	0	0
Olivia Mucha	F	Sr	13	7	3	10	0.7692	6	12	0	0	1	1
Kelsey Koelzer	F	Fr	31	6	4	10	0.3226	13	29	2	4	0	0
Fiona McKenna	F	Fr	20	4	2	6	0.3000	3	6	0	1	0	0
Cristin Shanahan	F	So	31	3	2	5	0.1613	2	4	1	0	1	0
Brianne Mahoney	D	Jr	31	1	2	3	0.0968	8	16	0	0	0	0
Molly Strabley	F	Fr	29	0	3	3	0.1034	11	22	0	0	0	0
Karen MacDonald	D	So	31	0	1	1	0.0323	3	6	0	0	0	0
Morgan Sly	F	Fr	31	0	1	1	0.0323	2	4	0	0	0	0
Maddie Peake	F	So	28	0	0	0	0.0000	0	0	0	0	0	0
Audrey Potts	F	Fr	31	0	0	0	0.0000	0	0	0	0	0	0
Kimberly Newell	G	So	29	0	0	0	0.0000	1	2	0	0	0	0
Ashley Holt	G	Jr	5	0	0	0	0.0000	0	0	0	0	0	0
