Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Courtney DeHoey	F	Sr	28	13	11	24	0.8571	18	36	2	5	0	0
Kerry Gotowka	D	Sr	27	12	5	17	0.6296	12	24	2	11	0	0
Laura Wilson	D	Sr	28	10	6	16	0.5714	9	18	3	6	0	0
Allison Rushing	D	Sr	28	2	14	16	0.5714	12	32	0	2	0	0
Lynn Switaj	F	Fr	28	6	9	15	0.5357	10	20	2	1	1	0
Courtney Bean	D	So	28	3	8	11	0.3929	20	40	0	1	0	0
Maggie Bresser	F	So	26	4	5	9	0.3462	10	20	1	3	0	0
Jen Clouthier	F	Sr	21	3	6	9	0.4286	7	14	0	1	1	0
Sam Herron	F	Fr	27	3	4	7	0.2593	7	14	0	1	0	0
Sam Pinsonneault	F	So	26	4	2	6	0.2308	8	16	2	0	0	0
Jamie Sauer	D	So	28	1	3	4	0.1429	9	18	0	1	0	0
Naomi Paterson	F	So	27	2	1	3	0.1111	3	6	0	0	0	0
Ricki Kirsch	F	Fr	22	0	3	3	0.1364	4	8	0	0	0	0
Kelsey Finn	D	So	26	1	1	2	0.0769	15	30	0	0	0	0
Amalia Vriend	D	Sr	28	0	2	2	0.0714	17	34	0	0	0	0
Kelly Smith	F	Fr	22	1	0	1	0.0455	7	14	0	0	0	0
Megan Patrick	F	So	20	1	0	1	0.0500	6	12	0	0	0	0
Charlotte Capaldo	G	So	1	0	0	0	0.0000	0	0	0	0	0	0
Alyssa Wintermute	G	Fr	15	0	0	0	0.0000	0	0	0	0	0	0
Ryann McCarthy	G	So	16	0	0	0	0.0000	0	0	0	0	0	0
Carolyn Thiess	D	So	26	0	0	0	0.0000	7	14	0	0	0	0
