Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Sarah Ray	D	Jr	25	11	12	23	0.9200	2	3	1	0
Kate Barnett	F	Fr	25	13	7	20	0.8000	0	6	0	0
Erin Baxter	F	Fr	25	3	9	12	0.4800	0	0	0	0
Brit Schultheis	F	Fr	25	6	4	10	0.4000	1	0	0	0
Jenny Groth	D	Fr	25	3	3	6	0.2400	0	0	0	0
Kayla Wente	F	Fr	25	1	5	6	0.2400	1	0	0	0
Nadia Nickerson	F	Sr	25	1	2	3	0.1200	0	1	0	0
Lorna Wilson	D	Fr	25	1	2	3	0.1200	0	1	0	0
Megan Duffey	D	Sr	25	0	3	3	0.1200	0	0	0	0
Sarah Johnson	D	Fr	24	1	1	2	0.0833	1	1	0	0
Annie Whipple	F	Jr	14	1	0	1	0.0714	0	0	0	0
Chelsea Green	F	So	23	0	1	1	0.0435	0	0	0	0
Amy Wysocki	F	Jr	14	0	1	1	0.0714	0	0	0	0
Sara Vandenberg	F	Sr	24	0	0	0	0.0000	0	0	0	0
Ingrid Solverson	F	Sr	16	0	0	0	0.0000	0	0	0	0
Tess Eklund	D	Fr	24	0	0	0	0.0000	0	0	0	0
Jennie Pinkerton	D		11	0	0	0	0.0000	0	0	0	0
Kerry Rollwagen	G	Fr	12	0	0	0	0.0000	0	0	0	0
Andrea Smith	G	Fr	13	0	0	0	0.0000	0	0	0	0
Amanda Chumbley	G	Jr	5	0	0	0	0.0000	0	0	0	0
Jennifer Luke	F	Fr	24	0	0	0	0.0000	0	0	0	0
