Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Geneva Lloyd	D	So	27	12	20	32	1.1852	3	6	2	8	0	0
Randi Zukas	D	Sr	27	4	25	29	1.0741	6	12	1	1	0	0
Courtney Hanlon	F	Sr	27	15	13	28	1.0370	8	16	3	5	0	0
Stephanie Clegg	D	Jr	27	13	14	27	1.0000	13	26	3	10	0	0
Ellen Swiontkowski	F	Jr	26	10	16	26	1.0000	4	8	1	6	0	0
Emily Vitale	F	Jr	27	2	16	18	0.6667	7	14	0	0	0	0
Ashley Salerno	D	Fr	27	8	7	15	0.5556	2	4	1	4	0	0
Josie Fisher	F	Jr	27	8	4	12	0.4444	1	2	2	2	0	0
Braidie Campbell	F	Sr	27	4	7	11	0.4074	4	8	1	1	0	0
Barrett McBride	F	Fr	24	2	6	8	0.3333	5	10	0	1	0	0
Megan Doyen	F	So	26	4	3	7	0.2692	3	6	0	0	0	0
Megan Curry	F	Sr	25	3	4	7	0.2800	6	12	0	0	1	0
Courtney Baranek	F	Fr	23	2	5	7	0.3043	1	2	1	0	0	0
Brittney Evans	F	Sr	21	2	4	6	0.2857	6	12	2	1	0	0
Kaitlyn McInnis	F	So	26	2	4	6	0.2308	4	8	1	0	0	0
Julia Koch	D	Sr	27	2	3	5	0.1852	4	8	1	0	0	0
Erin Babineau	F	Jr	18	1	4	5	0.2778	2	4	0	0	0	0
Cianna Wyshnytzky	F	Sr	20	1	4	5	0.2500	2	4	0	0	0	0
Hayley Opperman	D	Fr	25	0	3	3	0.1200	4	8	0	0	0	0
Avery Stone	F/D	Fr	9	0	2	2	0.2222	4	8	0	0	0	0
Sinead Murphy	G	Jr	8	0	0	0	0.0000	0	0	0	0	0	0
Kerri Stuart	G	Fr	4	0	0	0	0.0000	0	0	0	0	0	0
Caroline Hu	G	Sr	18	0	0	0	0.0000	0	0	0	0	0	0
