Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Amber Fryklund	C	Jr	33	16	21	37	1.1212	3	5	0	0
Guylaine Haché	F	Jr	33	14	18	32	0.9697	2	3	0	1
Kerri McEwen	F	Jr	33	12	15	27	0.8182	1	4	0	0
Alicia Kinsman	C	Jr	33	10	16	26	0.7879	2	4	0	0
Caesare Stimson	F	So	33	12	12	24	0.7273	1	5	0	0
Lisa Peters	D	Jr	30	11	12	23	0.7667	2	5	0	0
Katie Ward	F	Fr	32	9	8	17	0.5313	0	4	0	0
Lill Raynard	F	Jr	33	2	15	17	0.5152	0	0	0	0
Betsy Hegland	F	Jr	32	1	7	8	0.2500	0	0	0	0
Kristie Hofer	C	Jr	33	4	1	5	0.1515	0	0	0	0
Nicky Kluck	C	Fr	32	1	4	5	0.1563	0	0	0	0
Jenny Schnickel	D	Fr	33	1	3	4	0.1212	0	0	0	0
Ashley Medori	D	Fr	29	1	2	3	0.1034	0	0	0	0
Jenny Hocum	F	Fr	28	2	0	2	0.0714	1	0	0	0
Andrea Carlson	F	Fr	33	0	2	2	0.0606	0	0	0	0
Kaisa Brehmer	D	Jr	33	1	0	1	0.0303	0	0	0	0
Bre Dedrickson	G	Jr	21	0	1	1	0.0476	0	0	0	0
Amy Shepler	F	Jr	31	0	1	1	0.0323	0	0	0	0
Katie Anderson	G	Jr	2	0	0	0	0.0000	0	0	0	0
Amanda Ferwerda	D	Fr	23	0	0	0	0.0000	0	0	0	0
Megan Hemenway	D	Fr	22	0	0	0	0.0000	0	0	0	0
Anik Coté	G	Jr	15	0	0	0	0.0000	0	0	0	0
