Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Sarah Wetherbee	F	Jr	27	15	10	25	0.9259	2	7	2	1
Kolt Bloxson	F	Jr	25	9	14	23	0.9200	1	3	0	1
Meghan Mahoney	D	Sr	26	6	16	22	0.8462	1	2	0	0
Samantha Rush	D	Fr	25	9	9	18	0.7200	2	4	0	0
Samantha Murphy	F	Fr	27	3	12	15	0.5556	0	3	0	0
Molly Corkery	F	Sr	27	7	7	14	0.5185	2	3	0	0
Kathleen Remsberg	F	Jr	27	4	9	13	0.4815	0	1	0	0
Shauna Pires	F	Fr	25	3	8	11	0.4400	1	0	0	0
Parnell Ormiston	D	Fr	27	5	5	10	0.3704	2	2	0	0
Christine O'Hara	F	So	26	4	6	10	0.3846	0	0	0	0
Casey Harvel	F	Fr	27	3	7	10	0.3704	0	0	0	0
Katherine Falkowski	F	Fr	27	3	3	6	0.2222	1	1	0	0
Cathryn O'Connor	F	So	11	2	3	5	0.4545	0	0	0	0
Marie Hickey	F	Fr	27	1	4	5	0.1852	0	0	0	0
Melissa Flanagan	F	So	25	3	1	4	0.1600	0	1	0	0
Lauren Oplinger	F	Fr	27	1	3	4	0.1481	0	0	0	0
Shara Conroy	D	So	27	1	3	4	0.1481	0	0	0	0
Meghan Donovan	D	Fr	25	2	1	3	0.1200	0	1	0	0
Casey McCullion	G	So	26	0	1	1	0.0385	0	0	0	0
Amy Canning	F	Jr	1	0	0	0	0.0000	0	0	0	0
Dianna Muth	G	So	2	0	0	0	0.0000	0	0	0	0
Jane Sarno	D	Fr	21	0	0	0	0.0000	0	0	0	0
