Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Lexie Laing	F	Jr	29	8	13	21	0.7241	12	24	1	3	0	0
Sydney Daniels	F	Sr	28	11	5	16	0.5714	15	30	1	2	0	0
Kat Hughes	F	Fr	29	5	10	15	0.5172	6	12	0	2	0	1
Briana Mastel	D	Sr	29	2	13	15	0.5172	11	22	1	1	0	0
Haley Mullins	F	Jr	29	9	4	13	0.4483	9	18	0	2	0	0
Val Turgeon	F	Fr	29	3	7	10	0.3448	1	2	0	0	0	0
Kaitlin Tse	D	So	29	3	6	9	0.3103	7	14	1	3	0	0
Ali Peper	D	Fr	29	2	4	6	0.2069	12	24	1	1	0	0
Kate Hallett	D	So	29	3	2	5	0.1724	2	4	0	0	0	0
Chelsea Ziadie	D	Jr	29	3	1	4	0.1379	5	10	0	0	0	0
Abigail Frazer	D	Sr	29	0	4	4	0.1379	15	30	0	0	0	0
Natasha Rachlin	D	Sr	29	0	4	4	0.1379	15	30	0	0	0	0
Bradley Fusco	F	So	28	0	4	4	0.1429	4	8	0	0	0	0
Audrey Warner	F	So	21	1	2	3	0.1429	3	6	0	0	0	0
Dani Krzyszczyk	F	Jr	13	0	3	3	0.2308	3	6	0	0	0	0
Kyra Colbert	D	Fr	27	1	1	2	0.0741	1	2	0	0	0	0
Beth Larcom	G	Fr	8	0	1	1	0.1250	0	0	0	0	0	0
Brianna Laing	G	Sr	11	0	1	1	0.0909	0	0	0	0	0	0
Grace Zarzecki	F	So	7	0	0	0	0.0000	2	4	0	0	0	0
Nikki Friesen	F	Jr	7	0	0	0	0.0000	3	6	0	0	0	0
Molly Tissenbaum	G	Sr	11	0	0	0	0.0000	0	0	0	0	0	0
