Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Kayla Coady	F	So	27	20	27	47	1.7407	3	8	1	1
Jenna McCall	F	Fr	26	12	19	31	1.1923	2	5	0	0
Stefanie McLean	F	Sr	24	10	14	24	1.0000	1	9	0	0
Tiffany Hart	D	Fr	27	5	18	23	0.8519	3	4	0	0
Jamie Huntley	F	So	23	12	9	21	0.9130	3	2	1	0
Melanie Henshaw	F	Fr	25	9	9	18	0.7200	1	4	0	0
Jamie Kivi	D	Fr	27	4	13	17	0.6296	1	3	0	0
Farren Hart	F	Jr	26	9	7	16	0.6154	0	6	0	0
Catherine Shears	F	So	23	5	9	14	0.6087	0	4	0	0
Lyndsay Laxton	F	So	26	7	4	11	0.4231	2	3	0	0
Tory MacNeil	F	Jr	25	6	4	10	0.4000	0	0	1	0
Lauryn DePaul	F	Fr	23	4	6	10	0.4348	1	3	0	0
Anastasia Steele-Norton	D	Fr	26	0	8	8	0.3077	0	0	0	0
Karen Colehour	F	Fr	25	4	3	7	0.2800	1	0	0	0
Natasha Yeates	D	So	27	2	3	5	0.1852	0	2	0	0
Amy Hunnewell	F	Jr	23	2	3	5	0.2174	0	0	0	0
Carly Richardson	F/D	Fr	25	1	3	4	0.1600	1	0	0	0
Erika Godwin	F	So	11	1	1	2	0.1818	0	0	0	0
Rebecca Coakley	D	Jr	24	0	2	2	0.0833	0	0	0	0
Laura Solverson	D	Fr	5	1	0	1	0.2000	0	0	0	0
Allison Cubberley	G	So	14	0	0	0	0.0000	0	0	0	0
Mary-Kate Geratowski	C	Jr	10	0	0	0	0.0000	0	0	0	0
Cara McGurry	G	Jr	13	0	0	0	0.0000	0	0	0	0
Jalene McCulloch	G	Fr	1	0	0	0	0.0000	0	0	0	0
Kendall Hanley	D	So	8	0	0	0	0.0000	0	0	0	0
