Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Michelle Kane	F	Fr	23	15	14	29	1.2609	2	4	0	1
Marissa Porri	F	So	25	13	16	29	1.1600	2	5	0	1
Ashley Koltenback	F	Fr	24	10	8	18	0.7500	3	2	0	0
Megan Tepper	D	Jr	26	3	14	17	0.6538	0	1	0	0
Ashley Watkins	F	Fr	26	8	6	14	0.5385	1	1	0	0
Mallory Berman	F	Fr	25	5	8	13	0.5200	0	2	0	0
Jennifer Gonzales	F	Fr	26	5	6	11	0.4231	0	1	0	0
Kate Sweeney	F/D	Jr	26	7	3	10	0.3846	0	1	0	1
Analiese Agliato	F	Fr	26	3	7	10	0.3846	0	0	0	0
Jessica Clute	D	Fr	26	0	9	9	0.3462	0	0	0	0
Britney Vogrin	F/D	Fr	20	2	6	8	0.4000	0	1	0	0
Makaila Sinclair	F	Fr	24	6	1	7	0.2917	4	2	0	1
Maren Worley	G	So	18	1	3	4	0.2222	0	0	0	0
Gina Costanzo	F	Jr	21	1	2	3	0.1429	0	0	0	0
Casey Greemore	D	So	23	1	1	2	0.0870	1	0	0	0
Caitlin Jordan	D	So	26	0	2	2	0.0769	0	0	0	0
Nissa Turner	D	Fr	25	0	2	2	0.0800	0	0	0	0
Raina Micciulli	F	So	10	1	0	1	0.1000	1	0	0	0
Julia Whalen	F	Jr	12	1	0	1	0.0833	0	0	0	0
Jacquelyn Parker	G	Fr	21	0	1	1	0.0476	0	0	0	0
Lauren Battaglia	G	Fr	3	0	0	0	0.0000	0	0	0	0
Christina Aiello	G	So	3	0	0	0	0.0000	0	0	0	0
Kirsten Mackenzie	D	Fr	22	0	0	0	0.0000	0	0	0	0
Lindsey Suprenard	F	Jr	1	0	0	0	0.0000	0	0	0	0
Kerry Ryan	D	So	4	0	0	0	0.0000	0	0	0	0
Terry Dotson	F	Fr	1	0	0	0	0.0000	0	0	0	0
