Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Molly Wasserman	F	Jr	21	14	12	26	1.2381	3	4	0	0
Annie Snodgrass	F	So	27	4	12	16	0.5926	3	0	0	0
Melissa Vandermyn	D	Fr	27	9	6	15	0.5556	1	2	0	0
Rachel Barr	D	Fr	25	7	7	14	0.5600	0	3	0	0
Carrie Miller	F	Fr	27	7	5	12	0.4444	2	0	0	0
Taylor Tyson	D	Fr	27	7	4	11	0.4074	3	1	1	0
Gigi Stender	F	So	27	4	7	11	0.4074	1	1	0	0
Ellissa Popoff	D	Fr	27	3	8	11	0.4074	0	1	0	0
Bonnie Lui	F	Jr	27	4	4	8	0.2963	0	0	0	0
Julia Karoly	F	Sr	27	3	5	8	0.2963	2	0	0	0
Karen Thome	D	Sr	27	1	7	8	0.2963	0	0	0	0
Jackie Goff	F	Fr	26	1	6	7	0.2692	0	1	0	0
Liz Hodgman	D	So	27	0	5	5	0.1852	0	0	0	0
Wendy Stone	D	So	20	3	1	4	0.2000	0	3	0	0
Erika Latham	D	Fr	27	2	2	4	0.1481	1	0	0	0
Lisa Haney	F	Sr	24	2	2	4	0.1667	0	0	0	0
Meara Ryan	F	So	25	2	1	3	0.1200	0	0	0	0
Liz Toomey	F	Sr	27	0	3	3	0.1111	0	0	0	0
Tracy Borowski	G	Sr	2	0	0	0	0.0000	0	0	0	0
Monelle Quevillon	G	Sr	27	0	0	0	0.0000	0	0	0	0
