Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Katie Eichten	F	Sr	24	6	12	18	0.7500	2	1	0	0
Angela M Johnson	D	Fr	22	12	3	15	0.6818	0	1	0	0
Deidre Lindstrom	F/D	Jr	24	6	9	15	0.6250	1	0	0	0
Kaycee Veenis	F	Fr	24	3	11	14	0.5833	0	2	0	1
Michelle Bazzanella	F	Fr	22	5	3	8	0.3636	1	2	0	0
Nichole Hottinger	F/D	So	24	2	5	7	0.2917	1	1	0	0
Laurel Volenec	F/D	So	24	4	2	6	0.2500	0	0	0	0
Sarah Robinson	F	Fr	24	5	0	5	0.2083	1	0	0	0
Angie Carstenbrock	F	Jr	24	3	2	5	0.2083	0	1	0	0
Amber Janssen	F	Fr	22	0	3	3	0.1364	0	0	0	0
Jenna Kane	F/D	So	22	1	1	2	0.0909	0	0	0	0
Michelle Byers	F	So	8	1	0	1	0.1250	0	1	0	0
Erin Thomas	D	Fr	22	1	0	1	0.0455	0	1	0	0
Alyssa Evenson	F	Fr	24	0	1	1	0.0417	0	0	0	0
Angela F Johnson	F	Fr	20	0	1	1	0.0500	0	0	0	0
Kendra Graper	G	Sr	6	0	0	0	0.0000	0	0	0	0
Morgan Kane	G	So	15	0	0	0	0.0000	0	0	0	0
Debralyn Bryant	F	So	3	0	0	0	0.0000	0	0	0	0
Katie Drew	F	Jr	21	0	0	0	0.0000	0	0	0	0
Marie Benesh	G	So	4	0	0	0	0.0000	0	0	0	0
Davin Boesinger	F	Jr	6	0	0	0	0.0000	0	0	0	0
Danni Herkal	D	Fr	6	0	0	0	0.0000	0	0	0	0
Jenny Nevelin	G	Fr	2	0	0	0	0.0000	0	0	0	0
