Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Genevieve Lavoie	RW	Fr	36	23	13	36	1.0000	5	11	0	0
Britney Selina	C	Fr	35	12	19	31	0.8857	3	5	2	1
Carlee Eusepi	D	Fr	36	4	17	21	0.5833	0	2	0	0
Marie-Jo Gaudet	C	So	33	8	12	20	0.6061	1	5	0	0
Ashley Shaidle	LW	Sr	34	12	6	18	0.5294	5	3	1	0
Christine Bailkowski	D	Sr	36	10	6	16	0.4444	2	4	2	0
Brooke Beazer	C	Jr	36	3	13	16	0.4444	0	3	0	0
Katie Morrison	D	Jr	33	8	7	15	0.4545	0	3	0	0
Amanda Dittmer	C	Jr	36	2	12	14	0.3889	0	1	0	0
Jessica Cloutier	RW	Jr	34	4	7	11	0.3235	0	2	0	1
Lindsay Williams	LW	Sr	36	4	5	9	0.2500	2	1	0	0
Melissa Marshall	LW	Sr	32	2	6	8	0.2500	0	0	0	0
Kimberly McKenney	D	So	36	0	7	7	0.1944	0	0	0	0
Lauren Lubrano	D	Sr	35	2	1	3	0.0857	0	0	0	0
Christina Valesente	D	Sr	34	1	2	3	0.0882	0	0	0	0
Emma Madigan	RW	Sr	36	0	2	2	0.0556	0	0	0	0
Andrea Maluta	D	Sr	16	0	2	2	0.1250	0	0	0	0
Courtney O'Connor	D	So	35	0	2	2	0.0571	0	0	0	0
Carolynn Zidek	RW	Sr	9	1	0	1	0.1111	0	0	0	0
Meghan Park	D	Jr	9	0	1	1	0.1111	0	0	0	0
Ashleigh Moorehead	RW	Fr	20	0	1	1	0.0500	0	0	0	0
Kira Hurley	G	Sr	23	0	1	1	0.0435	0	0	0	0
Stephanie Hansen	G	Sr	15	0	0	0	0.0000	0	0	0	0
Jessica Finley	G	Sr	1	0	0	0	0.0000	0	0	0	0
