Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Jenny Conzemius	F	So	27	16	10	26	0.9630	4	4	1	1
Elisha Best	F	So	27	10	8	18	0.6667	2	1	1	1
Meghan Wahlstrom-Ramler	F	Fr	27	5	12	17	0.6296	1	1	0	0
Lisa McGuire	F	Fr	27	5	9	14	0.5185	2	1	1	0
Beth Betker	D	So	27	4	10	14	0.5185	0	0	0	0
Heather Egeness	F	Fr	27	8	4	12	0.4444	1	3	0	0
Jodi Hensch	D	So	27	4	8	12	0.4444	0	3	0	0
Karyl Hylle	F	So	26	5	5	10	0.3846	2	0	0	0
Keri Deschene	F	Jr	25	3	6	9	0.3600	0	0	0	0
Annie Shanahan	F	Fr	25	6	2	8	0.3200	1	0	0	0
Mandy Stokes	F	Jr	27	4	4	8	0.2963	0	1	0	0
Katie Hiscock	D	Fr	27	2	2	4	0.1481	0	0	0	0
Rachel Goodwin	D	So	27	0	4	4	0.1481	0	0	0	0
Megan Schulzetenberg	D	So	25	0	2	2	0.0800	0	0	0	0
Laura Berg	D	Fr	26	1	0	1	0.0385	0	0	0	0
Ashley Burrows	F	Fr	26	1	0	1	0.0385	0	0	0	0
Jill Janikowski	G	Jr	2	0	0	0	0.0000	0	0	0	0
Marlene Yaeger	G	Jr	25	0	0	0	0.0000	0	0	0	0
Stephanie Seiler	G	Jr	1	0	0	0	0.0000	0	0	0	0
Nicole Marcella	F	So	2	0	0	0	0.0000	0	0	0	0
