Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Danielle Phalon	F	Sr	26	17	8	25	0.9615	9	18	2	5	0	0
Briana D'Avolio	F	So	26	16	8	24	0.9231	15	38	4	1	1	1
Taylor Chisholm	F	Fr	26	6	12	18	0.6923	10	23	1	1	0	1
Amanda Cronin	D	Jr	23	9	8	17	0.7391	6	12	3	4	0	0
Shelby Johnson	F	Sr	26	4	13	17	0.6538	0	0	0	0	0	0
Kimberly Spring	F	Sr	26	5	8	13	0.5000	7	14	0	0	1	0
Meredith Peppes	D	So	25	1	11	12	0.4800	11	22	0	1	0	0
Cheyenne Boyd	F	Sr	26	7	4	11	0.4231	3	6	0	2	0	0
Megan Geier	D	So	25	2	1	3	0.1200	5	10	0	0	0	0
Angela Augusta	F	Fr	23	2	1	3	0.1304	5	10	0	0	0	0
Carly Mey	D	So	16	0	3	3	0.1875	8	16	0	0	0	0
Molly O'Sullivan	F	Sr	21	1	1	2	0.0952	3	6	0	0	0	0
Courtney Moulton	F	Jr	25	1	0	1	0.0400	2	4	0	0	0	0
Madison Labyak	F	Fr	26	1	0	1	0.0385	3	6	0	0	0	0
Erica Bonnette-Lykens	D	So	26	0	1	1	0.0385	13	26	0	0	0	0
Morgan McNulty	D	Sr	26	0	1	1	0.0385	5	10	0	0	0	0
Brooke Morgan	F	So	14	0	0	0	0.0000	0	0	0	0	0	0
Colleen Marcik	G	Jr	16	0	0	0	0.0000	0	0	0	0	0	0
Jennifer O'Connell	G	Fr	11	0	0	0	0.0000	0	0	0	0	0	0
