Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Katelyn Greene	F	So	23	11	14	25	1.0870	1	3	1	0
Adrianna Riggio	F	Fr	25	10	10	20	0.8000	1	3	0	0
Maryanne Diehm	F	Fr	25	7	8	15	0.6000	2	2	0	0
Nicole Adams	F	Fr	24	6	9	15	0.6250	1	2	0	0
Steph Purinton	F	Jr	25	4	3	7	0.2800	0	0	0	0
Kayla Twigge	D	So	25	3	4	7	0.2800	0	3	0	0
Andee Hulbert	F	So	20	2	2	4	0.2000	0	0	0	0
Brianna Behmke	D	Fr	25	0	3	3	0.1200	0	0	0	0
Melanie Dickson	F	Fr	16	2	0	2	0.1250	0	1	0	0
Brittany Pressey	D	Fr	24	1	1	2	0.0833	0	0	0	0
Colleen Senecal	F	Fr	23	0	2	2	0.0870	0	0	0	0
Sarah Pearson	D	Jr	13	0	1	1	0.0769	0	0	0	0
Vanessa Carter	G	Jr	19	0	1	1	0.0526	0	0	0	0
Ashley Whitehouse	F	So	5	0	1	1	0.2000	0	0	0	0
Kalla Robb	G	So	8	0	0	0	0.0000	0	0	0	0
Rebecca Blust	F	Fr	24	0	0	0	0.0000	0	0	0	0
Rachel Dunn	G	Jr	6	0	0	0	0.0000	0	0	0	0
Kelsey Pepler	D	Fr	10	0	0	0	0.0000	0	0	0	0
Jennifer Saitta	F	So	10	0	0	0	0.0000	0	0	0	0
Ciara Armell	D	Fr	4	0	0	0	0.0000	0	0	0	0
Beth Iamondo	D	Jr	15	0	0	0	0.0000	0	0	0	0
Emily Tredtin	F	Fr	20	0	0	0	0.0000	0	0	0	0
