Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Alyssa Baldin	F	So	31	9	11	20	0.6452	12	24	0	4	1	1
Katrina Protopapas	F	Sr	31	13	4	17	0.5484	7	14	1	9	0	0
Julie Ingratta	F	Fr	30	6	9	15	0.5000	12	24	1	0	0	0
Gina Buquet	F	Fr	31	6	8	14	0.4516	17	34	1	2	1	0
Veronique Laramee-Paquette	F	So	25	5	7	12	0.4800	16	43	3	2	1	0
Jill Szandzik	D	So	31	3	9	12	0.3871	12	24	0	1	0	0
Lauren Ragen	F	So	29	3	8	11	0.3793	7	14	0	1	0	0
Chelsea Burnett	D	Sr	31	4	5	9	0.2903	5	10	1	2	1	1
Micheline Frappier	F	So	27	4	3	7	0.2593	10	20	2	0	0	0
Jenaya Townsend	D	Fr	29	1	6	7	0.2414	12	24	0	0	0	0
Adrianna Pfeffer	F	Jr	29	2	4	6	0.2069	7	14	0	0	0	0
Julie Hebert	F	Fr	27	1	4	5	0.1852	0	0	0	0	0	0
Christine Jefferson	D	Sr	31	0	5	5	0.1613	7	14	0	0	0	0
Jaclyn Stapleton	F	Fr	31	1	2	3	0.0968	1	2	0	0	0	0
Julie Hebert	F	Fr	3	2	0	2	0.6667	5	10	0	0	0	0
Ciara Lee	D	So	31	1	0	1	0.0323	4	8	0	0	0	0
Lauren Coxon	F	Fr	31	0	1	1	0.0323	10	20	0	0	0	0
Delayne Brian	G	So	19	0	1	1	0.0526	1	2	0	0	0	0
Brittany Zeches	G	So	1	0	0	0	0.0000	0	0	0	0	0	0
Lauren Lovold	D	Fr	27	0	0	0	0.0000	10	20	0	0	0	0
Lindsey Park	G	Sr	13	0	0	0	0.0000	0	0	0	0	0	0
