Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Alex Carpenter	F	Jr	37	37	44	81	2.1892	6	15	9	4	2	2
Haley Skarupa	F	Jr	37	31	40	71	1.9189	5	16	7	5	3	1
Emily Pfalzer	D	Sr	36	8	34	42	1.1667	5	10	1	4	0	0
Kenzie Kent	F	Fr	39	7	31	38	0.9744	3	6	0	0	0	1
Dana Trivigno	F	Jr	37	15	19	34	0.9189	35	78	4	4	0	0
Kate Leary	F	Sr	39	17	14	31	0.7949	6	12	2	1	0	0
Andie Anastos	F	So	39	14	16	30	0.7692	4	8	2	2	1	1
Emily Field	F	Sr	38	9	20	29	0.7632	12	24	1	2	1	0
Lexi Bender	D	Jr	39	6	23	29	0.7436	22	44	1	2	0	0
Tori Sullivan	F	Fr	39	11	17	28	0.7179	3	6	2	1	0	0
Megan Keller	D	Fr	37	4	20	24	0.6486	15	30	1	0	1	0
Kristyn Capizzano	F	So	38	11	11	22	0.5789	2	4	2	1	0	0
Toni Ann Miano	D	Fr	39	4	12	16	0.4103	7	14	0	0	0	1
Meghan Grieves	F	Jr	39	8	4	12	0.3077	7	14	2	1	0	0
Kaliya Johnson	D	Jr	31	2	8	10	0.3226	5	10	0	0	0	0
Kali Flanagan	D	Fr	39	3	6	9	0.2308	1	2	0	0	0	0
Danielle Doherty	F	Sr	39	3	4	7	0.1795	6	12	0	1	0	0
Haley McLean	F	So	39	4	1	5	0.1282	0	0	0	0	0	0
Erin Kickham	F	Sr	11	1	1	2	0.1818	0	0	0	0	0	0
Katie Burt	G	Fr	35	0	1	1	0.0286	1	2	0	0	0	0
Taylor Blake	G	Jr	4	0	0	0	0.0000	0	0	0	0	0	0
Gabriella Switaj	G	Fr	3	0	0	0	0.0000	0	0	0	0	0	0
Lauren Wedell	D	So	2	0	0	0	0.0000	0	0	0	0	0	0
