Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Danielle Syrowik	C	Fr	21	10	12	22	1.0476	2	0	0	1
Sara Sleik	C	Fr	19	9	9	18	0.9474	0	2	0	0
Bree Cote	D	Fr	21	4	11	15	0.7143	0	2	0	0
Ashley Leitch	D	Fr	21	4	8	12	0.5714	0	2	0	0
Brenda Peterson			13	4	5	9	0.6923	1	1	0	0
Stephanie Emmi	W	Fr	21	6	2	8	0.3810	0	3	0	0
Becky Beauchamp	C	Sr	19	2	3	5	0.2632	0	1	0	0
Katie O'Brien	W	Fr	16	2	3	5	0.3125	0	0	0	0
Jana Riutta	C	So	17	1	1	2	0.1176	0	0	0	0
Jody Waisanen	W	Fr	14	0	2	2	0.1429	0	0	0	0
Jenna Skradski	W	Fr	10	1	0	1	0.1000	0	0	0	0
Casey Cole	W	Fr	15	1	0	1	0.0667	0	1	0	0
Nora Hyrkas	C	So	6	0	1	1	0.1667	0	0	0	0
Corinne Czekaj	G	Fr	12	0	0	0	0.0000	0	0	0	0
Alexa Watkins	G	So	5	0	0	0	0.0000	0	0	0	0
Katie Markovich	G	So	7	0	0	0	0.0000	0	0	0	0
Zoey Shahnaz	D	Fr	5	0	0	0	0.0000	0	0	0	0
Hannah Johnson	G	Fr	8	0	0	0	0.0000	0	0	0	0
Nicole Ropiak	D	Sr	2	0	0	0	0.0000	0	0	0	0
