Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Jennifer Botterill	F	Sr	32	47	65	112	3.5000	11	9	0	0
Julie Chu	F	Fr	34	42	51	93	2.7353	4	11	3	0
Angela Ruggiero	D	Jr	34	29	54	83	2.4412	5	7	2	1
Nicole Corriero	F	So	34	17	22	39	1.1471	1	2	0	0
Lauren McAuliffe	F	Jr	34	17	18	35	1.0294	2	4	2	0
Tracy Catlin	RW	Sr	34	14	19	33	0.9706	1	2	0	0
Jamie Hagerman	D	Sr	33	4	24	28	0.8485	0	0	0	0
Katherine Sweet	F	So	33	10	16	26	0.7879	2	4	0	0
Kalen Ingram	LW	Sr	24	11	10	21	0.8750	1	2	2	0
Jennifer Raimondi	F	Fr	34	10	8	18	0.5294	1	3	0	0
Ashley Banfield	D	So	28	6	12	18	0.6429	1	2	0	0
Pamela Van Reesema	D	Sr	34	2	12	14	0.4118	0	0	1	0
Mina Pell	F	Jr	30	3	7	10	0.3333	0	0	0	0
Jennifer Skinner	D	Fr	34	1	6	7	0.2059	0	0	0	0
Sarah Holbrook	F	So	31	3	3	6	0.1935	0	0	0	0
Carrie Schroyer	F	Fr	30	2	4	6	0.2000	1	0	0	0
Jaclyn Pitushka	F/D	Fr	30	2	3	5	0.1667	0	0	0	0
Abra Kinkopf	F/D	Fr	24	0	3	3	0.1250	0	0	0	0
Ali Crum	F	So	18	0	2	2	0.1111	0	0	0	0
Jessica Ruddock	G	Jr	30	0	1	1	0.0333	0	0	0	0
Emily Haigh	D	So	23	0	1	1	0.0435	0	0	0	0
Ali Boe	G	Fr	11	0	0	0	0.0000	0	0	0	0
Emily Smith	G	Jr	3	0	0	0	0.0000	0	0	0	0
Louise Chim	D	So	4	0	0	0	0.0000	0	0	0	0
