Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Jillian Gibbs	F	Fr	27	14	6	20	0.7407	6	12	5	6	0	0
Jade Meier	F	Fr	27	9	11	20	0.7407	3	6	2	2	0	1
Lexi Klein	F	So	27	7	12	19	0.7037	4	8	1	1	0	1
Maggie Layo	F	Jr	27	12	6	18	0.6667	7	14	3	5	0	0
Michaela McNamara	F	Fr	27	6	12	18	0.6667	1	2	0	0	0	0
Caroline Hughes	F	So	27	8	6	14	0.5185	7	14	2	5	0	0
Teneal Perry	F	So	20	6	7	13	0.6500	3	6	1	2	0	0
Ellen Carter	D	So	27	4	9	13	0.4815	5	10	1	1	0	0
Nicole Demers	D	Fr	27	1	12	13	0.4815	7	14	0	1	0	0
Courtney Walpole	F	So	26	4	7	11	0.4231	3	6	1	1	1	0
Meaghan Farragher	D	So	26	0	9	9	0.3462	3	6	0	0	0	0
Madison Huber	D	Fr	26	2	5	7	0.2692	3	6	1	0	0	0
Rachel Lustenring	F	So	27	0	6	6	0.2222	3	6	0	0	0	0
Dynnea Bezona	F	So	21	1	4	5	0.2381	4	8	1	0	0	0
Allison Young	F	So	25	1	4	5	0.2000	4	8	1	0	0	0
Samantha Fuller	F	So	24	1	2	3	0.1250	2	4	1	0	0	0
Holly Erbe	D	So	19	1	2	3	0.1579	0	0	1	0	0	0
Danielle Comorre	D	So	14	0	3	3	0.2143	1	2	0	0	0	0
Meredith Vlachos	F/D	So	8	2	0	2	0.2500	8	16	0	0	0	0
Cally Chase	D	Fr	15	1	0	1	0.0667	0	0	0	0	0	0
Emma McDowell	F	Fr	17	1	0	1	0.0588	5	10	1	0	0	0
Alyssa Peterson	G	Fr	7	0	0	0	0.0000	0	0	0	0	0	0
Vendela Jonsson	G	So	19	0	0	0	0.0000	0	0	0	0	0	0
Kyra Johansson	G	Fr	2	0	0	0	0.0000	0	0	0	0	0	0
Maddy McNeally	F	So	1	0	0	0	0.0000	0	0	0	0	0	0
