Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Jessica Hitchcock	F	So	32	12	7	19	0.5938	7	14	1	4	0	0
Jenna Hendrikx	F	Jr	29	9	10	19	0.6552	0	0	0	3	0	0
Kaleigh Chippy	F	So	32	6	12	18	0.5625	14	28	0	2	0	0
Kelsey Welch	F	Jr	29	8	9	17	0.5862	12	24	1	1	1	0
Kayla Raniwsky	F	Fr	34	7	7	14	0.4118	9	18	0	4	1	0
Erica Owczarczak	D	Sr	32	5	9	14	0.4375	12	24	2	3	0	0
Kalli Funk	F	Fr	34	7	5	12	0.3529	11	22	2	1	0	0
Kristen Richards	F	So	33	6	5	11	0.3333	23	46	2	1	0	0
Kathleen Bortuzzo	F	Jr	29	4	7	11	0.3793	5	10	0	1	0	0
Jocey Kleiber	D	Sr	34	1	10	11	0.3235	13	26	0	1	0	0
Kelsey Gunn	D	Fr	26	2	7	9	0.3462	6	12	0	1	0	0
Erin Burns	D	Jr	33	1	7	8	0.2424	23	46	1	1	0	0
Leah Whittaker	D	Sr	28	0	8	8	0.2857	16	32	0	0	0	0
Daniela Dal Colle	F	Jr	32	4	2	6	0.1875	5	10	1	1	0	0
Chelsea Witwicke	D	So	28	0	4	4	0.1429	5	10	0	0	0	0
May Wilkerson	D	So	30	2	1	3	0.1000	1	2	0	0	0	0
Amy Helfrich	F	Fr	33	0	3	3	0.0909	1	2	0	0	0	0
Natasha Fryer	F	Jr	27	1	1	2	0.0741	7	14	0	0	0	0
Katie Dods	F	So	29	1	0	1	0.0345	2	4	0	0	0	0
Delaney Middlebrook	D	Fr	27	1	0	1	0.0370	8	16	0	0	0	0
Abby Ryplanski	G	Fr	19	0	0	0	0.0000	0	0	0	0	0	0
Sarah Moses	G	So	19	0	0	0	0.0000	0	0	0	0	0	0
