Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Jenelle Kohanchuk	F	Fr	28	15	16	31	1.1071	14	28	3	4	0	0
Melissa Anderson	F	Jr	36	8	22	30	0.8333	28	64	2	2	0	0
Gina Kearns	F	Sr	36	15	10	25	0.6944	8	16	4	5	3	0
Jillian Kirchner	F	So	36	9	14	23	0.6389	7	14	1	4	0	0
Lauren Cherewyk	F	So	36	13	8	21	0.5833	7	14	3	4	0	0
Erin Seman	F	Sr	36	10	10	20	0.5556	21	42	1	1	0	0
Sarah Russell	F	Sr	36	4	14	18	0.5000	7	14	2	3	0	0
Tara Watchorn	D	Fr	36	6	10	16	0.4444	18	36	0	2	0	0
Jonnie Bloemers	F	Jr	35	5	4	9	0.2571	12	24	1	0	0	0
Holly Lorms	F	So	36	3	6	9	0.2500	15	30	0	0	1	1
Sarah Appleton	D	Jr	36	1	8	9	0.2500	15	30	0	0	0	0
Amanda Shaw	D	Sr	35	2	6	8	0.2286	7	14	1	2	0	0
Caroline Bourdeau	F	Sr	36	1	6	7	0.1944	13	26	0	0	0	0
Kasey Boucher	D	Fr	34	0	6	6	0.1765	2	4	0	0	0	0
Laurel Koller	F	Sr	35	0	3	3	0.0857	14	28	0	0	0	0
Carly Warren	D	Fr	30	1	1	2	0.0667	6	12	0	1	0	0
Kelley Karnan	F	Sr	25	0	2	2	0.0800	2	4	0	0	0	0
Jenn Arms	D	Jr	15	1	0	1	0.0667	4	8	0	0	0	0
Nicki Wiart	F	Sr	5	1	0	1	0.2000	1	2	0	0	0	0
Melissa Tetreau	F/D	Jr	35	0	1	1	0.0286	8	16	0	0	0	0
Allyse Wilcox	G	Sr	24	0	0	0	0.0000	1	2	0	0	0	0
Caitlin Reddy	D	Sr	11	0	0	0	0.0000	0	0	0	0	0	0
Melissa Haber	G	Jr	12	0	0	0	0.0000	1	2	0	0	0	0
Ashley Leichliter	G	Jr	2	0	0	0	0.0000	0	0	0	0	0	0
