Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Emma Wadsworth	F	So	22	9	8	17	0.7727	3	1	0	0
Bree Cote	D	Fr	22	11	2	13	0.5909	2	4	0	0
Janelle Schmitt	F	So	22	7	6	13	0.5909	1	1	0	0
Leah Delormier	D	Sr	22	6	7	13	0.5909	0	0	1	0
Jessica DeCarlo	F	So	22	3	6	9	0.4091	1	0	0	0
Kim Costanzo	F	So	22	3	6	9	0.4091	0	1	0	0
Jennifer Downey	F	So	22	2	7	9	0.4091	0	0	0	0
Dyanne Roberts	D	Sr	21	3	3	6	0.2857	0	1	0	0
Carolyn Totaro	D	Jr	22	3	2	5	0.2273	0	0	0	0
Kasey Cornwell	D	Fr	22	0	4	4	0.1818	0	0	0	0
Meri Mooers	F/D	Jr	21	0	1	1	0.0476	0	0	0	0
Missy Dispenza	D	Jr	22	0	1	1	0.0455	0	0	0	0
Julie Collette	F	Jr	10	0	0	0	0.0000	0	0	0	0
Tess Pottratz	G	Fr	1	0	0	0	0.0000	0	0	0	0
Mary Keddie	G	So	22	0	0	0	0.0000	0	0	0	0
Melissa Spry	G	Sr	1	0	0	0	0.0000	0	0	0	0
