Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Ann Ninnemann	F	Sr	26	11	18	29	1.1154	4	6	0	0
Jackie Schmitt	F	Sr	26	14	13	27	1.0385	4	3	0	0
Liz Goergen	F	Sr	26	13	13	26	1.0000	1	2	0	0
Ashley Howe	F	Sr	26	16	8	24	0.9231	4	4	1	1
Kim Lunneborg	F	Jr	26	11	12	23	0.8846	1	2	0	0
Katy Lankey	F	Fr	25	10	8	18	0.7200	3	1	0	0
Jesse Suter	F	Fr	26	4	11	15	0.5769	0	0	0	0
Tracy Truckey	F	Jr	26	3	10	13	0.5000	1	0	0	0
Jana Jurkovich	D	Sr	26	1	9	10	0.3846	0	1	0	0
Hilary Bulger	F	Jr	22	3	5	8	0.3636	1	1	0	0
Lauren Kellin	D	Fr	26	2	6	8	0.3077	1	1	0	0
Pam Stohr	F	Jr	26	4	1	5	0.1923	0	2	0	0
Chris Hanson	D	So	26	1	4	5	0.1923	0	0	1	0
Hayli Hupp	F	Sr	26	2	1	3	0.1154	1	0	0	0
Jenn Dorff	D	Sr	26	1	2	3	0.1154	1	0	0	0
Jamie Lewandowski	D	Fr	26	0	2	2	0.0769	0	0	0	0
Korryn Brooks	D	Fr	25	0	1	1	0.0400	0	0	0	0
Amy Statz	G	So	24	0	0	0	0.0000	0	0	0	0
Janelle Korbas	G	Fr	3	0	0	0	0.0000	0	0	0	0
Julie LaClair	G	So	2	0	0	0	0.0000	0	0	0	0
