Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Sara Lehman	F	Sr	25	13	6	19	0.7600	4	8	2	3	0	0
Chelsey Stevenson	F	Sr	25	8	7	15	0.6000	9	18	2	3	1	0
Abby Brustad	F	So	25	4	10	14	0.5600	8	16	0	2	0	0
Emily Krueger	F	Sr	25	2	8	10	0.4000	9	18	0	0	0	0
Kearan Burke	F	Jr	25	5	3	8	0.3200	3	6	1	0	0	0
Alex Lovaas	F	Jr	25	3	4	7	0.2800	9	18	1	0	0	0
Olivia Stokes	F	So	25	2	5	7	0.2800	6	12	2	1	0	0
Annie Rush	F	So	20	3	3	6	0.3000	7	14	0	0	0	0
Mia Carroll	D	Fr	25	2	3	5	0.2000	4	8	1	0	0	1
Eliza Quigley	D	So	25	2	3	5	0.2000	10	20	0	1	1	0
Anna Fucillo	F	So	25	2	3	5	0.2000	4	8	1	0	0	0
Emily Eide	D	Jr	25	0	5	5	0.2000	6	12	0	0	0	0
Hanna Beattie	D	Sr	25	0	5	5	0.2000	16	43	0	0	0	0
Caitlin Buckley	F	Sr	24	3	1	4	0.1667	5	10	0	0	0	0
Candace Lu	D	Jr	24	0	3	3	0.1250	2	4	0	0	0	0
Claire Mancheski	D	So	25	1	1	2	0.0800	7	14	0	0	0	0
Amanda Reisman	F	Fr	24	1	1	2	0.0833	2	4	0	0	0	1
Margaret Draper	G	Sr	1	0	0	0	0.0000	0	0	0	0	0	0
Sarah Michels	F	Fr	21	0	0	0	0.0000	1	2	0	0	0	0
Christina Cleroux	G	Jr	10	0	0	0	0.0000	0	0	0	0	0	0
Caroline Dignard	D	Fr	2	0	0	0	0.0000	0	0	0	0	0	0
Marissa Anderson	G	Fr	17	0	0	0	0.0000	0	0	0	0	0	0
Hallie Whitmore	F	Fr	10	0	0	0	0.0000	0	0	0	0	0	0
