Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Jessica Link	F	Sr	28	16	12	28	1.0000	2	7	2	0
Hayley Moore	F	Fr	32	11	15	26	0.8125	1	3	0	0
Kathryn Moos	D	So	29	7	15	22	0.7586	1	0	0	0
Keaton Zucker	F	Jr	32	4	14	18	0.5625	0	3	0	0
Kerry Nugent	F	Sr	28	8	9	17	0.6071	2	2	0	0
Amy McLaughlin	D	Sr	28	5	11	16	0.5714	1	2	0	0
Lindsey Glennon	F	Jr	31	6	9	15	0.4839	1	3	0	0
Katie Guay	F	Sr	30	3	12	15	0.5000	0	1	0	0
Myria Heinhuis	D	Jr	32	6	8	14	0.4375	1	3	0	0
Krissy McManus	F	Sr	24	5	7	12	0.5000	3	1	0	0
Christine Holdredge	F	So	32	5	5	10	0.3125	1	1	0	0
Margaret Ramsay	F	Jr	13	1	7	8	0.6154	0	0	0	0
Rylee Olewinski	F	Fr	31	1	5	6	0.1935	0	0	0	0
Heather Lane	F/D	Fr	32	3	2	5	0.1563	1	1	0	0
Ashlee Drover	D	Jr	26	1	4	5	0.1923	1	1	0	0
Ann Brophy	F/D	So	31	0	2	2	0.0645	0	0	0	0
Lauren Deeb	D	So	32	0	2	2	0.0625	0	0	0	0
Emilie Bydwell	D	Fr	32	1	0	1	0.0313	0	0	0	0
Emilie Midtling	F/D	Fr	17	0	0	0	0.0000	0	0	0	0
Larissa Ezzio	F	Jr	22	0	0	0	0.0000	0	0	0	0
Stacy Silverman	G	Fr	16	0	0	0	0.0000	0	0	0	0
Marie-Pier Desbiens	G	So	6	0	0	0	0.0000	0	0	0	0
O'Hara Shipe	G	Fr	17	0	0	0	0.0000	0	0	0	0
