Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Cassidy Carels	F	Jr	36	9	20	29	0.8056	2	4	2	3	0	0
Christina Putigna	F	Fr	36	11	17	28	0.7778	19	38	0	8	0	0
Brooke Boquist	F	So	33	12	10	22	0.6667	14	28	0	2	0	4
Lexi Romanchuk	D	Sr	36	7	13	20	0.5556	11	22	2	4	0	0
Madison Sansone	F	So	27	10	4	14	0.5185	5	10	2	2	1	0
Cassidy MacPherson	F	Fr	36	1	12	13	0.3611	5	10	0	0	0	0
Kate Friesen	D	Fr	36	7	5	12	0.3333	12	24	1	3	0	0
Blair Parent	F	So	36	4	7	11	0.3056	14	28	0	1	0	0
Brittney Thunstrom	F	Sr	36	5	2	7	0.1944	16	32	3	0	0	0
Danielle Hardy	F	Fr	30	2	4	6	0.2000	8	16	0	1	0	0
Courtney Kukowski	F	Sr	36	1	4	5	0.1389	5	10	0	0	0	0
Emily Landry	F	Fr	36	0	5	5	0.1389	9	18	0	0	0	0
Kendra Goodrich	D/F	Jr	28	1	3	4	0.1429	18	36	0	0	0	0
Ariana Buxman	D	Jr	36	0	3	3	0.0833	6	12	0	0	0	0
Lauren Klein	D	Jr	36	1	1	2	0.0556	17	34	0	0	0	0
Arianna Reid	D/F	Jr	34	0	2	2	0.0588	17	34	0	0	0	0
Natasia Burzynski	F	Fr	33	1	0	1	0.0303	0	0	0	0	0	0
Allie Morse	G	Sr	5	0	0	0	0.0000	0	0	0	0	0	0
Sarah Bryant	G	Sr	7	0	0	0	0.0000	0	0	0	0	0	0
Alanna Serviss	G	Jr	5	0	0	0	0.0000	0	0	0	0	0	0
Madison Myers	G	Fr	27	0	0	0	0.0000	0	0	0	0	0	0
