Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Kelly Babstock	F	So	37	18	22	40	1.0811	16	32	4	5	1	1
Nicole Kosta	F	Fr	34	8	25	33	0.9706	8	16	2	3	1	2
Erica Udén Johansson	F	So	22	10	11	21	0.9545	4	8	4	3	0	0
Regan Boulton	D	Jr	37	8	13	21	0.5676	6	12	1	5	0	0
Breann Frykas	F	Jr	37	11	9	20	0.5405	9	18	1	6	0	0
Brittany Lyons	F	Jr	37	7	7	14	0.3784	5	10	0	0	0	0
Kate Wheeler	F	Sr	34	7	6	13	0.3824	9	18	0	3	0	0
Amanda Colin	F	So	37	7	6	13	0.3514	9	18	2	1	0	0
Bethany Dymarczyk	D	Sr	37	3	7	10	0.2703	7	14	0	1	1	1
Jordan Elkins	D	Sr	33	3	7	10	0.3030	12	24	1	0	0	0
Melissa Perry	D	Sr	37	1	7	8	0.2162	19	38	1	0	0	0
Chelsea Illchuk	F	Sr	37	2	3	5	0.1351	2	4	1	0	0	0
Megan Hagg	F	So	24	3	1	4	0.1667	2	4	1	0	0	0
Shelby Wignall	D	So	36	1	3	4	0.1111	10	20	0	0	0	0
Felica Vieweg	D	Jr	37	0	4	4	0.1081	17	34	0	0	0	0
Elena Orlando	F	So	18	1	2	3	0.1667	0	0	1	0	0	0
Kristen Eklund	F	Jr	35	1	0	1	0.0286	1	2	0	0	0	0
Morgan Fritz-Ward	F	Fr	15	1	0	1	0.0667	2	4	0	0	0	0
Emily MacKinnon	F	So	15	0	1	1	0.0667	3	6	0	0	0	0
Olivia Brackett	F	So	17	0	1	1	0.0588	0	0	0	0	0	0
Anna Borgfeldt	F	Fr	33	0	1	1	0.0303	1	2	0	0	0	0
Chelsea Laden	G	Fr	11	0	0	0	0.0000	0	0	0	0	0	0
Kara Gust	D	So	16	0	0	0	0.0000	0	0	0	0	0	0
Victoria Vigilanti	G	Jr	30	0	0	0	0.0000	0	0	0	0	0	0
Mic Spiessl	G	Sr	1	0	0	0	0.0000	0	0	0	0	0	0
