Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Abby Greenbaum	F	Fr	25	21	14	35	1.4000	0	4	1	0
Steph Purinton	F	Fr	25	12	15	27	1.0800	1	2	1	0
Danielle Woodruff	F	Jr	16	5	9	14	0.8750	1	0	0	0
Halley Grabarz	F	Jr	25	6	5	11	0.4400	0	1	2	0
Kylie Ammel	F	Jr	12	5	6	11	0.9167	0	0	0	0
Kali Gagne	D	Fr	22	2	7	9	0.4091	0	2	0	0
Marie Nelson	D	Fr	25	0	5	5	0.2000	0	0	0	0
Kate Coniglio	D	Jr	25	0	5	5	0.2000	0	0	0	0
Jen Sheldon	F	So	25	3	0	3	0.1200	1	0	0	0
Cortney Kiewel	F	Fr	19	0	3	3	0.1579	0	0	0	0
Beth Iamondo	D	Fr	23	0	2	2	0.0870	0	0	0	0
Anna Lavenberg	F	So	6	1	0	1	0.1667	0	0	0	0
Erin Butterly	F	Sr	23	0	1	1	0.0435	0	0	0	0
Rachel Dunn	G	Fr	15	0	1	1	0.0667	0	0	0	0
Kalla Robb	G	Fr	15	0	0	0	0.0000	0	0	0	0
Vanessa Carter	G	Fr	8	0	0	0	0.0000	0	0	0	0
