Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Marie-Jo Gaudet	C	Sr	36	21	19	40	1.1111	12	24	2	4	0	1
Britney Selina	C	Jr	36	10	27	37	1.0278	13	26	3	4	1	0
Juana Baribeau	F	Fr	36	18	15	33	0.9167	14	28	2	4	0	0
Melissa Waldie	LW	So	36	15	16	31	0.8611	13	26	5	7	1	1
Genevieve Lavoie	RW	Jr	35	7	17	24	0.6857	0	0	2	4	0	0
Kimberly McKenney	D	Sr	36	4	15	19	0.5278	19	38	1	3	0	1
Carlee Eusepi	D	Jr	36	2	11	13	0.3611	5	10	0	2	0	0
Kali Gillanders	F	Fr	35	4	4	8	0.2286	12	35	0	1	0	0
Gabrielle Kosziwka	F	Fr	36	2	6	8	0.2222	4	8	0	0	0	0
Danielle Boudreau	F	Fr	36	4	3	7	0.1944	8	16	0	1	0	0
Daris Tendler	LW	So	35	2	5	7	0.2000	3	6	1	0	0	0
Brittany Mulligan	F	Fr	22	2	4	6	0.2727	14	28	0	1	0	0
Tegan Schroeder	D	Jr	33	1	5	6	0.1818	11	22	0	1	0	0
Katelyn Ptolemy	D	Fr	36	0	6	6	0.1667	8	16	0	0	0	0
Courtney O'Connor	D	Sr	33	0	3	3	0.0909	14	28	0	0	0	0
Caitlin Oleksa	C	So	23	1	1	2	0.0870	0	0	0	0	0	0
Courtney Olson	D	So	31	0	2	2	0.0645	0	0	0	0	0	0
Ashleigh Moorehead	RW	Jr	33	1	0	1	0.0303	1	2	0	0	0	0
Danielle Murmes	G	So	1	0	0	0	0.0000	0	0	0	0	0	0
Meg Omand	F	Fr	26	0	0	0	0.0000	1	2	0	0	0	0
Eve Grandmont-Berube	G	So	10	0	0	0	0.0000	0	0	0	0	0	0
Laura Hart	RW	So	16	0	0	0	0.0000	0	0	0	0	0	0
Lauren Dahm	G	So	29	0	0	0	0.0000	0	0	0	0	0	0
