Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Jaclyn O'Neil	F	Sr	27	16	28	44	1.6296	3	3	2	0
Kayla Coady	F	Fr	27	20	22	42	1.5556	3	2	3	0
Stefanie McLean	F	Jr	27	21	16	37	1.3704	3	6	0	0
Farren Hart	F	So	27	10	13	23	0.8519	0	2	0	0
Tory MacNeil	F	So	18	12	9	21	1.1667	4	0	1	0
Catherine Shears	F	Fr	27	14	6	20	0.7407	2	6	1	0
Stacey Calic	D	Sr	26	3	11	14	0.5385	1	1	0	0
Lyndsay Laxton	F	Fr	27	6	4	10	0.3704	2	2	0	0
Sheena Calic	D	Sr	27	1	9	10	0.3704	0	0	1	1
Danielle Wysomierski	D	Sr	27	1	8	9	0.3333	0	1	0	0
Kendall Hanley	D	Fr	27	4	4	8	0.2963	0	0	0	0
Natasha Yeates	D	Fr	9	4	3	7	0.7778	0	3	0	0
Mary-Kate Geratowski	C	So	27	0	7	7	0.2593	0	0	0	0
Rebecca Coakley	D	So	27	0	6	6	0.2222	0	0	0	0
Erika Godwin	F	Fr	27	3	2	5	0.1852	0	1	0	0
Amy Hunnewell	F	So	27	1	3	4	0.1481	0	0	1	0
Jamie Huntley	F	Fr	9	2	1	3	0.3333	0	0	0	0
Allison Cubberley	G	Fr	10	0	0	0	0.0000	0	0	0	0
Cara McGurry	G	So	18	0	0	0	0.0000	0	0	0	0
Caitlin Crowl	D	Sr	6	0	0	0	0.0000	0	0	0	0
