Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Brooke Webster	F	Jr	38	12	25	37	0.9737	10	20	1	5	0	0
Kennedy Marchment	F	So	36	11	18	29	0.8056	6	12	2	2	0	0
Amanda Boulier	D	Sr	38	10	19	29	0.7632	5	10	2	2	0	2
Hannah Miller	F	So	36	11	14	25	0.6944	10	23	2	5	0	0
Justine Reyes	F	Fr	38	12	8	20	0.5263	3	6	2	0	0	1
Jenna Marks	F	Sr	37	6	9	15	0.4054	5	10	1	1	1	0
Kailee Heidersbach	F	Sr	38	5	10	15	0.3947	4	8	2	2	0	1
Lydia Grauer	F	Fr	38	3	9	12	0.3158	1	2	0	1	0	0
Kirsten Padalis	D	Jr	38	2	9	11	0.2895	7	14	1	1	0	0
Kayla Nielsen	F	Fr	38	4	6	10	0.2632	3	6	0	0	0	0
Alex Moore	D	Jr	37	2	6	8	0.2162	22	44	1	1	0	0
Megan Armstrong	D	Sr	38	4	3	7	0.1842	5	10	0	0	0	0
Amanda McClure	D	So	38	3	4	7	0.1842	9	18	1	0	0	0
Nadine Edney	F	Fr	38	3	4	7	0.1842	7	25	0	0	0	0
Abbey McRae	F	Sr	38	3	2	5	0.1316	2	4	1	0	0	0
Dominique Korakianitis	D	Sr	38	1	4	5	0.1316	3	6	0	0	0	0
Sydney Bell	F	Sr	38	1	1	2	0.0526	0	0	1	0	0	0
Grace Harrison	G	Fr	21	0	0	0	0.0000	0	0	0	0	0	0
Sonjia Shelly	G	Fr	14	0	0	0	0.0000	0	0	0	0	0	0
Mikaela Thompson	G	Sr	1	0	0	0	0.0000	0	0	0	0	0	0
Victoria Leimgardt	D	Sr	6	0	0	0	0.0000	0	0	0	0	0	0
Brooke Wolejko	G	So	10	0	0	0	0.0000	0	0	0	0	0	0
Michelle Alonardo	F	So	36	0	0	0	0.0000	1	2	0	0	0	0
