Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Karen Thatcher	F	Jr	32	25	33	58	1.8125	6	13	1	0
Rush Zimmerman	F	Sr	37	26	30	56	1.5135	3	10	1	1
Sonny Watrous	F	So	33	21	18	39	1.1818	4	3	0	0
Kristin Gigliotti	D	So	37	6	17	23	0.6216	2	2	0	0
Kathleen Smith	D	Fr	34	2	15	17	0.5000	1	0	0	0
Katelynn Laffin	F	Jr	37	8	8	16	0.4324	0	4	0	0
Hilary Greaves	F	Sr	37	10	5	15	0.4054	0	5	0	1
Emily Gryp	D	Sr	37	0	15	15	0.4054	0	0	0	0
Rachel Crissy	F	Fr	35	8	6	14	0.4000	3	3	0	0
Danielle Bourgette	D	Sr	37	1	12	13	0.3514	0	1	0	0
Kelli Doolin	F	Fr	37	6	6	12	0.3243	2	2	1	0
Cherie Hendrickson	F	Fr	37	3	4	7	0.1892	0	0	0	0
Jenna Keilch	F	Fr	28	2	4	6	0.2143	0	0	0	0
Mara Amrhein	F/D	Sr	16	0	6	6	0.3750	0	0	0	0
Christina Redmond	F	Sr	37	0	2	2	0.0541	0	0	0	0
Kim Velsing	F	So	35	0	1	1	0.0286	0	0	0	0
Amy Thomas	G	Sr	35	0	0	0	0.0000	0	0	0	0
Melissa Smith	D	Jr	3	0	0	0	0.0000	0	0	0	0
Lauren Florio	G	So	6	0	0	0	0.0000	0	0	0	0
Caitlin Malboeuf	D	Fr	37	0	0	0	0.0000	0	0	0	0
