Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Amanda Nonis	F	Jr	20	16	16	32	1.6000	1	4	1	0
Alex Blackwell	F	So	26	16	16	32	1.2308	4	6	1	0
Jamie Longo	F	Jr	26	13	18	31	1.1923	2	6	0	0
Cory Alcorn	F	Jr	28	13	9	22	0.7857	1	0	2	0
Jessica Zimmerman	F	Jr	28	9	13	22	0.7857	2	2	1	1
Monique Rafferty	F	Fr	27	9	7	16	0.5926	3	1	0	0
Natalie Zitek	F	So	28	6	10	16	0.5714	1	2	0	0
Michelle Witz	F	So	28	5	9	14	0.5000	2	1	0	0
Erin Brawley	D	So	28	1	12	13	0.4643	0	0	0	0
Dani Poupart	D	Jr	22	1	12	13	0.5909	0	0	0	0
Danielle Mazurek	F	Jr	28	7	5	12	0.4286	2	1	0	0
Jena Danzig	D	So	28	4	6	10	0.3571	1	0	0	0
Sarah Fullerton	F/D	Fr	28	1	6	7	0.2500	0	1	0	0
Carina von Bredow	F	Jr	28	3	3	6	0.2143	0	1	0	0
Courtney Flynn	D	So	19	1	3	4	0.2105	0	1	0	0
Alex Findlay	D	Fr	28	0	4	4	0.1429	0	0	0	0
Jacqui Villani	D	Fr	23	1	1	2	0.0870	0	0	0	0
Lyndsay Letourneau	F	Jr	28	0	2	2	0.0714	0	0	0	0
Liane Ortis	G	Jr	1	0	0	0	0.0000	0	0	0	0
Karine Turmel	G	So	18	0	0	0	0.0000	0	0	0	0
Sophia Kokkonis	G	Fr	9	0	0	0	0.0000	0	0	0	0
