Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Amanda Thornton	F	So	4	5	1	6	1.5000	0	1	0	0
Mandy Sevelin	F		5	2	1	3	0.6000	1	0	0	0
Morgan Gable	F	So	4	1	2	3	0.7500	0	0	0	0
Cassie Birnel			5	2	0	2	0.4000	0	0	0	0
Melli Grzesiowski	F	Jr	5	1	1	2	0.4000	0	0	0	0
Jen Martin			5	1	0	1	0.2000	0	0	0	0
Jessica Frye	F	So	5	0	1	1	0.2000	0	0	0	0
Jennifer Rys	F	Jr	5	0	1	1	0.2000	0	0	0	0
Amanda Dixon	D	Sr	3	0	1	1	0.3333	0	0	0	0
Alexis Loving	F	Sr	4	0	0	0	0.0000	0	0	0	0
Amanda Carlson	G	Sr	3	0	0	0	0.0000	0	0	0	0
A.J. DeSantis	F/D	So	4	0	0	0	0.0000	0	0	0	0
Emily Embrey	F		1	0	0	0	0.0000	0	0	0	0
Jamie Deutl	D	So	2	0	0	0	0.0000	0	0	0	0
Ryann Frye	D		2	0	0	0	0.0000	0	0	0	0
Shannon Flynn	F		1	0	0	0	0.0000	0	0	0	0
Dara Burke	F	Jr	5	0	0	0	0.0000	0	0	0	0
Joanne Braga	G	So	4	0	0	0	0.0000	0	0	0	0
Lynn Caputo			3	0	0	0	0.0000	0	0	0	0
Lindsay Bartrug	F	Sr	2	0	0	0	0.0000	0	0	0	0
