Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Jessica Koizumi	F	Jr	34	17	26	43	1.2647	2	5	0	1
Noemie Marin	F	Jr	30	22	17	39	1.3000	1	7	0	1
Michaela Lanzl	F	Fr	26	18	11	29	1.1154	5	8	0	1
Allison Lehrke	F	Jr	32	5	16	21	0.6563	0	0	1	0
Sara O'Toole	F	Fr	34	11	8	19	0.5588	6	3	0	1
Rachael Drazan	D	So	34	5	14	19	0.5588	1	2	1	0
Krista McArthur	D	Sr	34	4	11	15	0.4412	1	2	0	0
Mari Pehkonen	F	Fr	27	8	6	14	0.5185	2	1	0	0
Tawni Mattila	F	Fr	33	6	8	14	0.4242	2	3	0	0
Juliane Jubinville	F	Jr	29	6	6	12	0.4138	0	1	0	0
Jill Sales	D	Jr	32	3	7	10	0.3125	0	0	0	0
Samantha Hough	F	So	29	3	5	8	0.2759	0	1	0	0
Larissa Luther	F	Sr	24	2	6	8	0.3333	0	0	0	0
Suvi Vacker	D	Jr	34	3	4	7	0.2059	1	0	0	0
Ashly Waggoner	F	Jr	34	2	3	5	0.1471	0	0	0	0
Myriam Trepanier	D	Fr	28	2	2	4	0.1429	0	0	0	0
Melissa Roy	F	So	33	1	2	3	0.0909	1	0	0	0
Karine Demeule	F	So	27	1	1	2	0.0741	0	0	0	0
Erin Holznagel	F	So	11	0	2	2	0.1818	0	0	0	0
Erin Olson	F	Fr	17	1	0	1	0.0588	0	0	0	0
Kirsti Hakala	D	Fr	7	0	1	1	0.1429	0	0	0	0
Rachael Bertram	D	Jr	1	0	0	0	0.0000	0	0	0	0
Jessica Hawkins	C	Fr	19	0	0	0	0.0000	0	0	0	0
Danielle Ciarletta	G	Fr	4	0	0	0	0.0000	0	0	0	0
Becky Salyards	F	Jr	3	0	0	0	0.0000	0	0	0	0
Riitta Schaublin	G	Jr	33	0	0	0	0.0000	0	0	0	0
