Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Kathryn Tomaselli	F	Jr	34	9	11	20	0.5882	12	24	1	2	0	0
Jessica Kaminsky	F	Jr	29	6	14	20	0.6897	4	8	1	2	0	0
Alex Tancrell-Fontaine	D	Sr	34	4	11	15	0.4412	8	16	0	4	0	0
Christine Valente	F	Sr	34	5	8	13	0.3824	4	8	1	1	0	0
Kathryn Davis	D	So	28	1	6	7	0.2500	12	24	0	1	0	0
Erica Kelly	F	Fr	32	3	2	5	0.1563	14	28	0	0	0	0
Nicole Russell	F	Fr	30	2	3	5	0.1667	5	10	0	0	0	0
Rebecca Babiak	F	Jr	34	3	1	4	0.1176	12	35	0	0	0	0
Hannah Erickson	F	Fr	32	2	2	4	0.1250	9	18	1	0	0	0
Emily Erickson	F	So	33	0	4	4	0.1212	1	2	0	0	0	0
Lizzy Otten	D	Jr	33	2	1	3	0.0909	1	2	0	1	0	0
Bryanne Panchuk	F	Sr	34	1	2	3	0.0882	5	10	0	1	0	0
Jamie Smith	F	Jr	34	2	0	2	0.0588	4	8	0	0	0	0
Haley Welch	D	Sr	33	1	1	2	0.0606	15	30	0	0	0	0
Kelly McGrath	D	Sr	14	1	1	2	0.1429	2	4	0	1	0	0
Brandy Streeter	D	Fr	31	0	2	2	0.0645	1	2	0	0	0	0
Caitlyn McLaren	D	Fr	34	0	1	1	0.0294	1	2	0	0	0	0
Alexx Ridding	G	Fr	2	0	0	0	0.0000	0	0	0	0	0	0
Alli Devins	F	So	32	0	0	0	0.0000	2	4	0	0	0	0
Eastyn Yuen	F	So	14	0	0	0	0.0000	0	0	0	0	0	0
Katie Laughlin	F	Fr	30	0	0	0	0.0000	1	2	0	0	0	0
Shenae Lundberg	G	Sr	34	0	0	0	0.0000	0	0	0	0	0	0
