Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Stephanie Miguel	F	Jr	25	10	19	29	1.1600	18	36	2	3	1	0
Katie Zimmerman	F	Fr	24	9	13	22	0.9167	1	2	1	5	0	0
Christie Sharlow	F	Jr	25	6	16	22	0.8800	5	10	0	3	0	1
Amy Allen	F	Sr	23	10	7	17	0.7391	13	26	3	7	0	0
Laura DiCarlo	F	So	25	7	4	11	0.4400	2	4	1	2	1	0
Abby Runyon	F	Fr	25	5	6	11	0.4400	3	6	0	3	0	0
Emily Baxter	F	Fr	25	3	5	8	0.3200	8	16	2	0	0	0
Meredith Bitterman	D	So	25	1	7	8	0.3200	27	57	1	1	0	0
Becky Cairns	F	Jr	18	4	3	7	0.3889	0	0	1	1	0	0
Riley Smith	F	So	24	4	2	6	0.2500	6	12	0	0	0	0
Rachel Rapoza	D	Sr	25	0	6	6	0.2400	7	14	0	0	0	0
Laura Stirrat	D	Sr	23	0	4	4	0.1739	10	20	0	0	0	0
Julia Beaty	D	Fr	25	2	1	3	0.1200	9	18	0	1	0	0
Bret Lineberry	D	Jr	25	1	2	3	0.1200	7	14	0	0	0	0
Louise Roy	D	Sr	25	0	2	2	0.0800	8	16	0	0	0	0
Kayla Safran	F	Fr	25	1	0	1	0.0400	0	0	0	0	0	0
Kristen Pallen	F/D	So	25	0	1	1	0.0400	9	18	0	0	0	0
Becca Hazlett	G	Fr	21	0	0	0	0.0000	0	0	0	0	0	0
Lesley Ryder	G	Jr	3	0	0	0	0.0000	0	0	0	0	0	0
Meg Shine	G	Sr	9	0	0	0	0.0000	0	0	0	0	0	0
Jennifer Keefe	F/D	So	25	0	0	0	0.0000	1	2	0	0	0	0
