Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Haley Irwin	F	Sr	34	16	38	54	1.5882	29	58	2	4	0	0
Audrey Cournoyer	F	Jr	36	22	26	48	1.3333	1	2	3	3	1	0
Jenna McParland	F	Fr	36	21	11	32	0.8889	15	30	5	5	0	0
Jessica Wong	D	Jr	36	11	19	30	0.8333	16	32	2	2	1	0
Katherine Wilson	F	Jr	35	8	15	23	0.6571	13	26	1	1	0	0
Pernilla Winberg	F	Jr	36	8	13	21	0.5833	7	14	2	2	2	0
Brigette Lacquette	D	Fr	36	5	15	20	0.5556	31	62	1	2	1	1
Vanessa Thibault	F	Jr	36	8	7	15	0.4167	13	29	1	3	0	0
Zoe Hickel	F	Fr	36	4	8	12	0.3333	15	30	1	0	0	0
Jamie Kenyon	F	So	22	6	5	11	0.5000	7	14	1	1	1	0
Shara Jasper	F	Fr	33	4	6	10	0.3030	2	4	2	0	0	0
Tea Villilä	D	Fr	32	1	8	9	0.2813	31	84	0	0	0	0
Brienna Gillanders	F	So	33	3	4	7	0.2121	9	18	0	2	0	0
Mariia Posa	D	Jr	36	1	6	7	0.1944	3	6	0	1	0	0
Kacy Ambroz	F	Sr	36	2	3	5	0.1389	14	28	0	0	0	0
Emma Stauber	D	Fr	36	0	3	3	0.0833	5	10	0	0	0	0
Noora Jaakkola	D	So	31	0	3	3	0.0968	6	12	0	0	0	0
Gina Dodge	F	Jr	28	1	1	2	0.0714	2	4	0	0	0	0
Jennifer Harss	G	Jr	35	0	1	1	0.0286	0	0	0	0	0	0
Lana Steck	G	Sr	9	0	0	0	0.0000	0	0	0	0	0	0
Dana Gallop	F	So	30	0	0	0	0.0000	3	6	0	0	0	0
