Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Robyn Slater	F	Jr	24	22	5	27	1.1250	3	4	1	0
Lindsey Wild	F	Fr	24	5	15	20	0.8333	1	1	0	0
Robyn Shea	F	Fr	21	6	4	10	0.4762	1	2	0	0
Lydia Groskin	F	So	24	5	5	10	0.4167	0	1	0	0
Michelle Pickles	F	Fr	24	5	4	9	0.3750	1	0	0	0
Nichole Greco	F	Fr	22	3	4	7	0.3182	0	1	0	0
Sara Shepherd	D	Fr	24	0	2	2	0.0833	0	0	0	0
Laura Beebe	F	So	24	0	2	2	0.0833	0	0	0	0
Sara Finesilver	F	So	24	1	0	1	0.0417	0	0	0	0
Siobham Findlay	D	So	5	1	0	1	0.2000	0	0	0	0
Wini Alves	D	Fr	13	0	1	1	0.0769	0	0	0	0
Lara Scheibner	G	Jr	16	0	0	0	0.0000	0	0	0	0
Michelle Heffel	F	Sr	24	0	0	0	0.0000	0	0	0	0
Kate McDermott	F/D	Fr	24	0	0	0	0.0000	0	0	0	0
Theresa Taylor	G	So	24	0	0	0	0.0000	0	0	0	0
Haley Birnbaum	G		2	0	0	0	0.0000	0	0	0	0
Steph Scott	D	Fr	5	0	0	0	0.0000	0	0	0	0
