Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Audra Hill	F	Jr	21	10	8	18	0.8571	3	1	1	0
Jessica Lortie	F	So	25	8	7	15	0.6000	0	3	1	0
Lindsay Herzog	F	Fr	25	2	10	12	0.4800	0	0	0	0
Molly Zogby	F	Sr	23	7	3	10	0.4348	0	2	2	0
Kristin Pappolla	F	So	25	5	5	10	0.4000	0	1	0	0
Courtney Feeney	F	Fr	25	3	7	10	0.4000	0	1	0	0
Katie Quartuccio	D	Fr	25	1	9	10	0.4000	0	0	0	0
Jennifer Carboni	F	So	25	3	6	9	0.3600	0	2	0	0
Jennifer Cordone	D	So	25	2	6	8	0.3200	0	0	0	0
Caitlin Tassone	D	So	25	3	3	6	0.2400	0	0	1	0
Meaghan Barnaby	F	Jr	23	3	2	5	0.2174	1	0	0	0
Jenna Stanley	F	Fr	22	2	3	5	0.2273	1	0	0	0
Meg Hansen	D	Fr	23	1	3	4	0.1739	0	0	0	0
Jessica Broccoli	D	So	25	0	3	3	0.1200	0	0	0	0
Sarah Sandwick	F	Jr	8	1	0	1	0.1250	0	0	0	0
Rachael Wollstadt	F	Sr	5	1	0	1	0.2000	0	0	0	0
Caitlin Cashman	D	Jr	25	0	1	1	0.0400	0	0	0	0
Jenna Wasylak	D	So	24	0	1	1	0.0417	0	0	0	0
Miranda Coffey	F	Fr	19	0	0	0	0.0000	0	0	0	0
Lauren Pierce	F	So	25	0	0	0	0.0000	0	0	0	0
Jen Arno	G	So	18	0	0	0	0.0000	0	0	0	0
Justene Larnerd	G	So	11	0	0	0	0.0000	0	0	0	0
