Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Alla Traun	F	Sr	26	9	15	24	0.9231	5	10	0	1	0	0
Michele Meggiolaro	F	Sr	26	10	9	19	0.7308	13	26	2	2	0	0
Rachael Morrison	D	Sr	26	3	15	18	0.6923	9	18	1	1	0	0
Aubrey Bachand	F	Sr	26	10	5	15	0.5769	14	28	0	4	1	0
Sydney Asselstine	F	Sr	26	8	6	14	0.5385	1	2	1	6	0	0
Sarah Sinning	F	Fr	22	5	3	8	0.3636	13	26	2	1	0	0
Kyra Herbert	F	Jr	25	4	3	7	0.2800	1	2	0	0	0	0
Cassandra Kent	F	Fr	24	2	5	7	0.2917	1	2	1	0	0	0
Jerin Dinkins	F	So	25	2	4	6	0.2400	3	6	0	0	0	1
Kayley Romano	F	So	25	3	2	5	0.2000	3	6	1	0	0	0
Maeve O'Brien	D	Fr	24	1	4	5	0.2083	2	4	0	0	0	0
Melissa Hauptman	F/D	Jr	21	2	2	4	0.1905	1	2	0	1	0	0
Taryn Harris	D	So	22	2	2	4	0.1818	10	20	2	1	0	0
Scotia Bellavance	F	So	25	1	3	4	0.1600	12	43	0	0	0	0
Karly Kapur	D	Fr	17	1	2	3	0.1765	3	6	0	0	0	0
Kristi Peters	D	Fr	23	0	3	3	0.1304	5	10	0	0	0	0
Mónika Molnár	D	Fr	21	0	3	3	0.1429	5	10	0	0	0	0
Michaela Murdock	F	So	18	0	2	2	0.1111	1	2	0	0	0	0
Lindsay Diot	F/D	So	17	0	1	1	0.0588	0	0	0	0	0	0
Jennifer Machin	F	Fr	3	0	0	0	0.0000	0	0	0	0	0	0
Ekaterina Nikonova	G	Fr	8	0	0	0	0.0000	0	0	0	0	0	0
Melissa Stys	F	Fr	24	0	0	0	0.0000	9	18	0	0	0	0
Olivia Drew	G	So	4	0	0	0	0.0000	0	0	0	0	0	0
Kirsten Shaughnessy	G	Sr	17	0	0	0	0.0000	0	0	0	0	0	0
Sydney Kinder	D	So	1	0	0	0	0.0000	8	16	0	0	0	0
