Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Kendra Broad	F	Jr	34	9	11	20	0.5882	12	24	1	3	0	0
Lyndsay Kirkham	F	So	34	6	10	16	0.4706	9	18	1	1	0	0
Jocelyn Slattery	F	Sr	33	6	9	15	0.4545	13	26	1	2	0	0
Alyssa West	F	Jr	34	7	5	12	0.3529	18	36	0	2	0	0
Katie Erickson	D	Sr	34	7	4	11	0.3235	14	36	1	5	0	0
Caitlyn Post	F	Jr	34	6	2	8	0.2353	12	24	1	1	0	0
Chelsea Witwicke	D	Sr	32	0	8	8	0.2500	5	10	0	0	0	0
Carrie Atkinson	D	Fr	34	2	4	6	0.1765	16	32	0	1	0	0
Brooke Peden	D	So	30	1	3	4	0.1333	2	4	0	1	0	0
Jordyn Constance	F	Jr	29	0	3	3	0.1034	16	43	0	0	0	0
Katie Nokelby	D	Fr	34	0	1	1	0.0294	14	28	0	0	0	0
Rachel Weich	D	So	34	0	1	1	0.0294	11	22	0	0	0	0
Saville Pickar	F	Fr	34	0	1	1	0.0294	10	20	0	0	0	0
Holly Dietzler	F	Fr	33	0	1	1	0.0303	4	8	0	0	0	0
Leah Elledge	F	Fr	31	0	1	1	0.0323	8	16	0	0	0	0
Alexis Molotky	G	Fr	3	0	0	0	0.0000	0	0	0	0	0	0
Megan Cox	D	Jr	34	0	0	0	0.0000	4	8	0	0	0	0
Sarah McGall	G	Fr	1	0	0	0	0.0000	0	0	0	0	0	0
Nicole Rash	F	Fr	34	0	0	0	0.0000	2	4	0	0	0	0
Nicole Hensley	G	So	33	0	0	0	0.0000	0	0	0	0	0	0
Morgan Church	F	Fr	17	0	0	0	0.0000	6	12	0	0	0	0
