Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Nicole Corriero	F	Sr	36	59	32	91	2.5278	11	24	2	2
Julie Chu	F	Jr	33	13	56	69	2.0909	1	3	1	1
Sarah Vaillancourt	F	Fr	29	25	42	67	2.3103	6	14	1	0
Ashley Banfield	D	Sr	36	9	32	41	1.1389	1	7	0	0
Caitlin Cahow	F	So	36	6	29	35	0.9722	0	4	0	0
Jennifer Raimondi	F	Jr	36	8	15	23	0.6389	3	1	1	0
Katie Johnston	F	So	31	5	13	18	0.5806	1	1	0	0
Katherine Sweet	F	Sr	35	8	6	14	0.4000	2	3	0	0
Carrie Schroyer	F	Jr	36	3	11	14	0.3889	0	0	0	0
Jennifer Sifers	F	So	36	6	6	12	0.3333	0	0	1	0
Liza Solley	F	So	32	7	3	10	0.3125	0	3	0	0
Lindsay Weaver	D	So	32	3	7	10	0.3125	1	0	1	0
Jennifer Skinner	D	Jr	33	0	9	9	0.2727	0	0	0	0
Laura Brady	F	Fr	36	3	2	5	0.1389	0	0	0	0
Adrienne Bernakevitch	F	Fr	24	1	4	5	0.2083	0	0	0	0
Brenna McLean	D	Fr	33	0	4	4	0.1212	0	0	0	0
Ali Crum	F	Sr	33	2	1	3	0.0909	0	0	0	0
Jessica MacKenzie	D	Fr	36	1	2	3	0.0833	0	0	0	0
Sarah Holbrook	F	Sr	36	0	1	1	0.0278	0	0	0	0
Ali Boe	G	Jr	30	0	0	0	0.0000	0	0	0	0
Emily Vitt	G	So	9	0	0	0	0.0000	0	0	0	0
