Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Maria Rooth	F	Jr	30	22	16	38	1.2667	5	3	1	0
Erika Holst	F	Jr	30	16	22	38	1.2667	2	3	0	0
Hanne Sikio	F	Jr	26	16	17	33	1.2692	1	7	0	0
Laurie Alexander	F	Jr	34	6	18	24	0.7059	2	2	1	0
Tricia Guest	D	So	33	12	11	23	0.6970	2	4	0	0
Joanne Eustace	F	Jr	32	14	8	22	0.6875	3	4	0	0
Larissa Luther	D	Fr	34	11	9	20	0.5882	1	4	1	1
Kristina Petrovskaia	F	Fr	31	5	13	18	0.5806	0	0	0	0
Satu Kiipeli	D	So	32	3	12	15	0.4688	2	1	0	0
Nora Tallus	F	Fr	28	6	7	13	0.4643	1	1	0	0
Jessi Flink	F	Sr	34	5	8	13	0.3824	0	1	0	0
Michelle McAteer	F	Jr	34	7	5	12	0.3529	3	1	0	0
Navada Russell	D	Jr	34	4	8	12	0.3529	1	1	1	1
Julianne Vasichek	D	Fr	34	1	11	12	0.3529	0	0	0	0
Jenny Hempel	LW	Jr	18	3	4	7	0.3889	0	0	0	0
Shannon Mikel	F	Jr	25	1	1	2	0.0800	1	0	0	0
Jessica Smith	D	Sr	26	0	2	2	0.0769	0	0	0	0
Leah Kasper	F	Fr	21	1	0	1	0.0476	0	0	0	0
Tuula Puputti	G	Jr	15	0	1	1	0.0667	0	0	0	0
Julie Fearing	F	Fr	29	0	1	1	0.0345	0	0	0	0
Meghan Stotts	D	Fr	33	0	0	0	0.0000	0	0	0	0
Heather Tudahl	D	Jr	8	0	0	0	0.0000	0	0	0	0
Patricia Sautter	G	Jr	22	0	0	0	0.0000	0	0	0	0
Lisa Hagen	G	Fr	6	0	0	0	0.0000	0	0	0	0
