Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Melissa Boal	F	So	34	28	17	45	1.3235	3	11	2	1
Sam Poyton	F	So	34	17	20	37	1.0882	2	6	0	1
Lindsay DiPietro	F	So	34	7	30	37	1.0882	1	4	0	0
Brandi Frakie	F	Fr	32	9	6	15	0.4688	3	3	1	0
Chelsea Burnett	D	Fr	34	7	8	15	0.4412	1	4	0	0
Laura Monk	F	Sr	34	3	9	12	0.3529	0	1	0	0
Tina Vanderhoeven	D	So	34	3	9	12	0.3529	1	3	0	0
Danielle Wilson	D	Jr	34	2	9	11	0.3235	1	1	0	0
Christine Jefferson	D	Fr	34	5	4	9	0.2647	0	1	0	0
Tegan Schroeder	D	Fr	33	3	5	8	0.2424	0	1	0	0
Katrina Protopapas	F	Fr	34	4	2	6	0.1765	0	0	0	0
Ashley King	F	Jr	34	3	3	6	0.1765	2	0	0	0
Amanda Hungle	F	So	30	3	1	4	0.1333	1	0	0	0
Emily Berzins	F	So	34	1	3	4	0.1176	0	0	0	0
Becky Sonn	F	Jr	34	1	0	1	0.0294	0	0	0	0
Amanda Blanc	F/D	Fr	26	0	0	0	0.0000	0	0	0	0
Jenny Cameron	D	Jr	34	0	0	0	0.0000	0	0	0	0
Tiffany Thompson	G	Jr	11	0	0	0	0.0000	0	0	0	0
Valery Turcotte	G	Jr	27	0	0	0	0.0000	0	0	0	0
