Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Kristy Oonincx	F	Sr	37	15	29	44	1.1892	4	8	0	1
Hailey Clarkson	F	Jr	37	17	21	38	1.0270	3	6	0	0
Denelle Maguet	F	Jr	36	14	18	32	0.8889	4	6	0	0
Ashley Stewart	F	Sr	36	11	21	32	0.8889	3	5	0	1
Laura Fast	F	So	37	6	13	19	0.5135	0	0	0	0
Randie Jelinski	D	Sr	37	2	13	15	0.4054	0	2	0	0
Brittni Kuyper	D	So	37	3	11	14	0.3784	1	1	0	0
Megan McCarthy	F	Fr	27	8	4	12	0.4444	0	4	0	0
Kelly Stewart	D	Sr	37	4	4	8	0.2162	0	2	0	0
Jacqueline Jensen	F	Jr	37	4	4	8	0.2162	0	1	0	1
Sammy Nixon	F	Fr	37	3	4	7	0.1892	1	1	0	0
Marie-Michel Lemieux	F	Jr	37	3	2	5	0.1351	0	1	0	0
Amy Currier	F	Fr	36	3	2	5	0.1389	1	0	0	0
Abby Krause	F	Fr	37	1	3	4	0.1081	0	0	0	0
Tricia Fast	F	Jr	35	0	4	4	0.1143	0	0	0	0
Brita Schroeder	D	Fr	35	0	4	4	0.1143	0	0	0	0
Rachel Solgon	F	Sr	37	1	2	3	0.0811	0	0	0	0
Stacy Dey	D	So	25	1	1	2	0.0800	0	0	0	0
Michelle Moen	F	Fr	8	1	0	1	0.1250	1	0	0	0
Emily Meronyk	D	So	3	0	0	0	0.0000	0	0	0	0
Hilary Spires	D	So	14	0	0	0	0.0000	0	0	0	0
Kendall Newell	G	So	13	0	0	0	0.0000	0	0	0	0
Lauri St. Jacques	G	Jr	26	0	0	0	0.0000	0	0	0	0
Bobbie Anderson	F	Jr	4	0	0	0	0.0000	0	0	0	0
