Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Carly Fitzsimmons	F	Fr	24	11	12	23	0.9583	1	3	2	0
Lindsay Parsons	F	Sr	24	5	17	22	0.9167	2	1	0	0
Samantha May	F	So	24	15	6	21	0.8750	1	4	1	0
Carolyn Fauteux	F	So	23	11	7	18	0.7826	1	2	1	0
Jenelle Marier	F	Fr	24	7	11	18	0.7500	2	0	0	0
Bianca DeSantis	F	Fr	23	6	12	18	0.7826	1	1	0	0
Kristin Gauthier	F	So	21	7	2	9	0.4286	2	2	0	0
Jessica Lister	F	Fr	23	3	6	9	0.3913	1	0	1	0
Vicki Scott	D	Fr	24	3	6	9	0.3750	0	2	0	0
Robyn Armstrong	D	Fr	18	4	2	6	0.3333	0	1	1	1
Jessica Bryan	F	Fr	22	1	5	6	0.2727	0	1	0	0
Jessica McAllister	F/D	So	23	2	2	4	0.1739	0	0	0	0
Tiffany Baker	F	Fr	21	2	1	3	0.1429	1	1	0	0
Kaitlin Hein	D	So	22	2	1	3	0.1364	0	0	0	0
Nicole Holman	D	Fr	16	1	1	2	0.1250	0	0	0	0
Laura Sutherland	D	Fr	19	1	1	2	0.1053	0	0	0	0
Mary Zupan	D	So	17	1	1	2	0.1176	0	0	0	0
Chelsea Ward	F	So	22	0	2	2	0.0909	0	0	0	0
Kristina Johnson	F/D	So	8	0	1	1	0.1250	0	0	0	0
Lauren Voran	G	Sr	18	0	0	0	0.0000	0	0	0	0
Allison Tyndall	F	So	5	0	0	0	0.0000	0	0	0	0
Melissa Sanfilippo	G	Sr	2	0	0	0	0.0000	0	0	0	0
Kim Porcelli	D	Sr	11	0	0	0	0.0000	0	0	0	0
Teresa White	G	So	6	0	0	0	0.0000	0	0	0	0
Jennifer Simas	F	Fr	5	0	0	0	0.0000	0	0	0	0
