Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Elizabeth Ross	F	So	27	16	24	40	1.4815	2	2	2	0
Marissa Porri	F	Sr	26	14	21	35	1.3462	1	2	2	0
Sarah Tracey	F	Fr	28	15	17	32	1.1429	1	3	1	0
Sarah Graham	F	Fr	27	10	11	21	0.7778	2	2	1	0
Erin Shepherd	D	Fr	22	10	8	18	0.8182	1	0	0	0
Kirsten Mackenzie	D	Jr	26	7	9	16	0.6154	1	2	0	0
Jennifer Gonzales	F	Jr	25	7	8	15	0.6000	1	1	1	0
Jessica Donnelly	F	Fr	25	5	9	14	0.5600	1	1	1	0
Caitlin Jordan	D	Sr	28	2	10	12	0.4286	0	2	0	0
Jaime Collins	F	Fr	16	6	5	11	0.6875	1	0	0	0
Jessica Clute	D	Jr	28	1	9	10	0.3571	0	0	0	0
Jennifer Carboni	F	Jr	26	4	5	9	0.3462	0	0	0	0
Emily Tanguay	D	Fr	25	3	6	9	0.3600	0	0	0	0
Ashley Watkins	F	Jr	14	3	5	8	0.5714	1	1	0	0
Mallory Berman	F	Jr	26	1	6	7	0.2692	0	1	0	0
Kaitlyn George	F/D	Fr	22	4	2	6	0.2727	1	1	1	0
Kerri Loranger	F	Fr	5	3	3	6	1.2000	0	2	0	0
Shauna Pires	F	So	24	2	3	5	0.2083	1	0	0	0
Kristina Pauls	D	Fr	22	3	1	4	0.1818	1	2	0	0
Kim Kowalczyk	F	So	16	1	3	4	0.2500	0	1	0	0
Tanya Cascun	D	So	24	1	1	2	0.0833	0	0	0	0
Mandy Clemens	D	Fr	2	0	1	1	0.5000	0	0	0	0
Jacquelyn Parker	G	Jr	20	0	0	0	0.0000	0	0	0	0
Amie Simmons	G	So	9	0	0	0	0.0000	0	0	0	0
Christina Aiello	G	Fr	3	0	0	0	0.0000	0	0	0	0
Danielle Giancola	G	Fr	3	0	0	0	0.0000	0	0	0	0
