Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Alexandra Schmidt	D	Fr	23	10	10	20	0.8696	2	2	0	0
Erin Fitzgerald	F	Fr	23	6	10	16	0.6957	1	2	0	1
Tara Borawski	F	Jr	23	10	5	15	0.6522	2	4	0	0
Megan Fallon	F	Fr	23	9	4	13	0.5652	1	1	0	0
Elizabeth Johnson	F	So	23	4	8	12	0.5217	1	1	0	0
Emmy Handy	F	Fr	23	6	3	9	0.3913	0	0	0	0
Jessica Keeley	F	Jr	23	2	7	9	0.3913	1	1	0	0
Kara Douglas	F/D	Fr	23	2	5	7	0.3043	0	0	0	0
Christine Ryan	D	So	23	1	3	4	0.1739	1	0	0	0
Michelle O'Neil	F	Sr	21	1	2	3	0.1429	0	0	0	0
Lila Claghorn	F	Fr	23	0	3	3	0.1304	0	0	0	0
Libby Jakes	D	Sr	9	0	2	2	0.2222	0	0	0	0
Rebecca Aberle	D	Fr	22	0	1	1	0.0455	0	0	0	0
Jennifer Dunbar	D	Fr	22	0	0	0	0.0000	0	0	0	0
Shannon Lindgren	D	Jr	23	0	0	0	0.0000	0	0	0	0
Lisa Bottomley	F	Fr	22	0	0	0	0.0000	0	0	0	0
Emily Ciccolo	F	Jr	17	0	0	0	0.0000	0	0	0	0
Allison Parpal	G	Fr	3	0	0	0	0.0000	0	0	0	0
Courtney Bergh	G	Jr	18	0	0	0	0.0000	0	0	0	0
Helen McCarthy	G	Fr	6	0	0	0	0.0000	0	0	0	0
Ashley Bell	D	Fr	22	0	0	0	0.0000	0	0	0	0
