Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Danielle Blanchard	F	Fr	30	21	20	41	1.3667	7	7	2	0
Jessica Moreau	F	Jr	26	15	16	31	1.1923	3	6	0	0
Jenn Clarke	F	Sr	28	17	13	30	1.0714	5	5	3	0
Julie Devereux	D	So	29	3	19	22	0.7586	0	1	0	0
Gina Kozar	F	Fr	29	13	7	20	0.6897	3	2	0	0
Lindsay Brown	F	Fr	26	8	7	15	0.5769	0	1	1	0
Valen Timmons	F	Fr	27	7	8	15	0.5556	1	3	0	0
Claire O'Connor	F	Fr	27	5	9	14	0.5185	1	0	1	0
Keltie Jones	F	Fr	29	5	8	13	0.4483	1	0	1	0
Chantalle Rye	D	Sr	21	4	9	13	0.6190	0	4	0	0
Sarah Samson	F	So	28	3	9	12	0.4286	0	1	0	0
Shay Bywater	F	Fr	27	5	4	9	0.3333	3	1	0	0
Ainsley Brien	D	Fr	30	4	4	8	0.2667	0	2	0	1
Sharis Smith	D	So	27	1	6	7	0.2593	1	0	0	0
Shannon Connors	F	Fr	19	4	2	6	0.3158	0	1	0	0
Caitlin Barling	F	Fr	11	4	2	6	0.5455	1	1	0	0
Sam Menton	F	So	22	1	4	5	0.2273	0	0	0	0
Tara Khan	D	Fr	29	2	2	4	0.1379	0	1	0	0
Jamie Longo	F	So	6	2	1	3	0.5000	0	2	0	0
Lindsay Littman	D	Fr	29	1	1	2	0.0690	0	1	0	0
Elise Campbell	F/D	So	20	1	0	1	0.0500	0	1	0	0
Sandra Grant	G	Fr	3	0	0	0	0.0000	0	0	0	0
Danielle Beattie	G	Fr	2	0	0	0	0.0000	0	0	0	0
Breanne Doyle	G	Sr	27	0	0	0	0.0000	0	0	0	0
Kate Nesbitt	D	Fr	3	0	0	0	0.0000	0	0	0	0
