Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Desiree Biron	F	Jr	27	13	8	21	0.7778	11	22	0	2	0	0
Meghan Sweezey	F	Jr	27	9	12	21	0.7778	8	27	1	1	1	0
Emily Paquin	F	So	27	4	10	14	0.5185	28	59	1	4	0	0
Jess Tourville	F	Sr	27	4	9	13	0.4815	9	18	2	0	0	0
Molly DiMasi	D	Jr	27	4	3	7	0.2593	1	2	0	0	0	0
Kelly Rose Losi	C	So	27	4	3	7	0.2593	6	12	2	2	1	0
Shannon Murphy	F	Sr	27	3	4	7	0.2593	0	0	0	1	0	0
Alexis Regan	D	Jr	27	3	3	6	0.2222	18	36	0	1	0	0
Kelly Adams	D	Sr	27	2	4	6	0.2222	26	52	0	1	0	0
Amy Schoon	F	Sr	27	2	4	6	0.2222	8	16	0	0	0	0
Kaleigh Ferrari	F/D	So	23	1	5	6	0.2609	6	12	0	0	0	0
Sarah Landis	F	Jr	25	3	2	5	0.2000	17	34	0	0	0	0
Meghan Colitti	D	So	26	0	2	2	0.0769	13	26	0	0	0	0
Meg Guarente	D	So	24	0	0	0	0.0000	3	6	0	0	0	0
Casey Yelton	F	Fr	3	0	0	0	0.0000	0	0	0	0	0	0
Kate Matthews	D	Fr	1	0	0	0	0.0000	0	0	0	0	0	0
Kiera Nelligan	F	Fr	27	0	0	0	0.0000	1	2	0	0	0	0
Alysia Goldman	G	So	25	0	0	0	0.0000	2	4	0	0	0	0
Melanie Cullen	G	Sr	4	0	0	0	0.0000	0	0	0	0	0	0
Emily Elliott	D	Fr	22	0	0	0	0.0000	19	38	0	0	0	0
Kelly McDonald	F	Fr	6	0	0	0	0.0000	0	0	0	0	0	0
Ashley Sutton	D	Sr	26	0	0	0	0.0000	0	0	0	0	0	0
Emily Ham	F	So	25	0	0	0	0.0000	0	0	0	0	0	0
Crystal Sarno	D	Jr	6	0	0	0	0.0000	2	4	0	0	0	0
