Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Kelly Pannek	F	Jr	38	19	42	61	1.6053	8	16	7	6	1	1
Sarah Potomak	F	So	37	19	33	52	1.4054	1	2	6	4	1	0
Dani Cameranesi	F	Sr	21	18	14	32	1.5238	7	14	2	4	0	0
Kate Schipper	F	Sr	36	12	17	29	0.8056	11	22	3	3	1	2
Lee Stecklein	D	Sr	35	4	20	24	0.6857	6	12	0	1	0	0
Megan Wolfe	D	Sr	36	6	17	23	0.6389	8	16	1	4	0	1
Sydney Baldwin	D	Jr	38	2	13	15	0.3947	13	26	0	0	0	0
Caitlin Reilly	F	Jr	38	8	6	14	0.3684	5	10	0	0	0	0
Cara Piazza	F	Jr	32	6	8	14	0.4375	13	26	1	2	1	0
Patti Marshall	D	Fr	38	3	10	13	0.3421	1	2	2	1	0	0
Nicole Schammel	F	Jr	38	6	6	12	0.3158	4	8	2	0	0	0
Taylor Williamson	F	So	38	6	2	8	0.2105	11	22	1	0	0	0
Lindsay Agnew	F	Fr	37	3	4	7	0.1892	6	12	0	0	0	0
Sophie Skarzynski	D	So	36	3	2	5	0.1389	2	4	1	0	0	0
Katie Robinson	D	Fr	30	3	1	4	0.1333	3	6	0	0	0	0
Alex Woken	F	Fr	15	1	3	4	0.2667	0	0	0	0	0	0
Kippin Keller	F	Fr	35	1	1	2	0.0571	2	4	0	0	1	0
Tianna Gunderson	F	So	22	1	0	1	0.0455	0	0	0	0	0	0
Kelsey Cline	D/F	Sr	38	0	1	1	0.0263	2	4	0	0	0	0
Anna Barlow	D	So	5	0	1	1	0.2000	0	0	0	0	0	0
Paige Haley	D/F	Sr	35	0	1	1	0.0286	2	4	0	0	0	0
Emma May	G	So	3	0	0	0	0.0000	0	0	0	0	0	0
Serena D'Angelo	G	Fr	5	0	0	0	0.0000	0	0	0	0	0	0
Sierra Smith	F	So	5	0	0	0	0.0000	1	2	0	0	0	0
Sidney Peters	G	Sr	36	0	0	0	0.0000	1	2	0	0	0	0
