Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Annmarie Cellino	F	Fr	29	26	21	47	1.6207	5	8	7	1
Emily Quizon	F	Sr	28	21	19	40	1.4286	3	4	3	0
Shannon Sylvester	F	Jr	28	13	17	30	1.0714	6	8	0	0
Abby Kurtz-Phelan	F	Jr	29	13	13	26	0.8966	5	6	0	0
Erika Nakamura	F	Fr	29	15	8	23	0.7931	3	2	0	0
Shannon Tarrant	D	Jr	28	5	18	23	0.8214	1	2	0	1
Karen Levin	D	So	28	5	16	21	0.7500	0	2	0	0
Emily McNamara	D	Jr	29	4	14	18	0.6207	1	2	0	0
Gloria Velez	F/D	Sr	26	3	7	10	0.3846	1	1	0	0
Tania Kenny	D	So	26	2	7	9	0.3462	0	1	1	0
Liz Yale-Loehr	F	Sr	29	5	3	8	0.2759	0	0	0	0
Randi Dumont	D	Fr	27	5	2	7	0.2593	1	0	0	0
Alison Graddock	F	Jr	22	4	3	7	0.3182	0	1	0	0
Margaret MacDonald	D	So	23	1	3	4	0.1739	0	0	0	0
Molly Vitt	F	Fr	21	1	3	4	0.1905	0	0	1	0
Lacey Farrell	F	So	21	1	2	3	0.1429	1	1	0	0
Ellen Sargent	D	Jr	27	1	2	3	0.1111	0	0	0	0
Kerry Kiley	D	So	27	1	2	3	0.1111	0	0	0	0
Gillian Paul	F	So	15	0	2	2	0.1333	0	0	0	0
Rose Babst	D	Sr	25	1	0	1	0.0400	0	0	0	0
Nina Daugherty	D	So	3	0	0	0	0.0000	0	0	0	0
Kate Kogut	G	Sr	23	0	0	0	0.0000	0	0	0	0
Abby Smith	G	So	5	0	0	0	0.0000	0	0	0	0
Angie Todd	G	So	3	0	0	0	0.0000	0	0	0	0
