Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Stephanie Kendrick	F/D	Fr	22	10	6	16	0.7273	0	1	0	0
Patty King	F	Fr	23	8	5	13	0.5652	1	1	0	0
Ashley Davenport	F	So	23	5	8	13	0.5652	0	0	0	0
Lisa Bush	F	Sr	23	8	3	11	0.4783	1	3	0	1
Amanda Trusty	F	So	23	6	5	11	0.4783	1	2	0	0
Andrea Selby	F	Fr	23	4	6	10	0.4348	1	0	1	0
Sarah Wilson	F	Jr	23	1	9	10	0.4348	0	0	0	0
Jackie Hoeft	F	So	23	5	4	9	0.3913	0	3	0	0
Abby Milton	F	Fr	22	4	5	9	0.4091	0	1	0	0
Stephanie Gassert	D	Jr	23	0	7	7	0.3043	0	0	0	0
Alicia Behr	D	Fr	23	3	2	5	0.2174	0	1	0	0
Erin Baldwin	F	Jr	15	2	3	5	0.3333	0	1	0	0
Sarah Horlitz	D	Jr	23	1	3	4	0.1739	0	1	0	0
Maggie Kinney	D	So	23	1	3	4	0.1739	0	0	0	0
Aimee Haag	F	So	10	0	1	1	0.1000	0	0	0	0
Kendra Mooney	F	So	20	0	0	0	0.0000	0	0	0	0
Emily Jensen	F	Jr	15	0	0	0	0.0000	0	0	0	0
Rachel Bulman	F	So	23	0	0	0	0.0000	0	0	0	0
Kelsey Robinson	G	Sr	13	0	0	0	0.0000	0	0	0	0
Sarah Zweber	G	Fr	12	0	0	0	0.0000	0	0	0	0
