Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Marisa Ketterman	F	So	27	15	21	36	1.3333	3	6	4	2	0	0
Karsyn Baker	F	Jr	27	16	12	28	1.0370	14	28	3	4	2	0
Alex Brolsma	F	Fr	25	9	19	28	1.1200	8	16	0	2	0	0
Bryana Harron	F	Jr	27	7	17	24	0.8889	9	18	2	1	0	1
Sarah Sheils	D	Jr	27	11	9	20	0.7407	15	30	2	7	1	0
Colleen Doucette	F	Jr	27	7	13	20	0.7407	12	24	1	2	0	0
Hayley Arnold	D	Jr	27	4	13	17	0.6296	9	18	1	0	0	0
Alysha Raimo	F	So	15	6	7	13	0.8667	7	14	3	0	0	0
Haylea Barbieri	F	Jr	26	2	9	11	0.4231	17	34	0	1	1	0
Katie Flynn	D	So	27	1	9	10	0.3704	8	16	0	0	0	1
Lanie Matsumoto	F	So	27	6	3	9	0.3333	13	26	1	0	0	0
Francesca Paciello	F	Jr	27	3	5	8	0.2963	9	18	0	0	0	0
Hailee Craig	F	Fr	15	4	3	7	0.4667	1	2	1	2	0	0
Samantha Bureau	D/F	Jr	27	0	5	5	0.1852	2	4	0	0	0	0
Nina Danforth	F	So	27	2	2	4	0.1481	0	0	2	0	0	0
Sara Diltz	F	Fr	27	0	3	3	0.1111	0	0	0	0	0	0
Casey Diana	D	So	27	0	0	0	0.0000	0	0	0	0	0	0
Madison Murray	G	Fr	2	0	0	0	0.0000	0	0	0	0	0	0
Shannon O'Neil	G	So	13	0	0	0	0.0000	0	0	0	0	0	0
Erin Pengeroth	D	Fr	27	0	0	0	0.0000	0	0	0	0	0	0
Noelle White	G	So	14	0	0	0	0.0000	0	0	0	0	0	0
Nicole Palermo	D	Jr	2	0	0	0	0.0000	0	0	0	0	0	0
