Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Amanda Stohr	F	Fr	34	10	9	19	0.5588	1	4	1	2
Melanie Salatino	F	Sr	35	9	10	19	0.5429	0	3	0	0
Kristina Bunker	F	Fr	35	4	15	19	0.5429	1	0	0	0
Kerri Wallace	D	Fr	30	2	11	13	0.4333	0	0	0	0
Autumn Conway	F	So	35	2	7	9	0.2571	0	0	0	0
Jodi Helminen	F	Fr	30	3	5	8	0.2667	1	0	0	0
Cara Hendry	F	So	34	3	3	6	0.1765	1	3	0	0
Shera Vis	F	So	35	3	3	6	0.1714	0	0	0	0
Amber Sharratt	D	Jr	35	2	4	6	0.1714	1	1	0	0
Alycia Wilson	F	So	23	3	1	4	0.1739	2	1	0	0
Kearstin Solberg	F	Sr	33	3	1	4	0.1212	1	1	0	0
Noelle Needham	F	Fr	27	3	0	3	0.1111	0	2	0	0
Richelle St. Croix	D	So	30	1	2	3	0.1000	0	1	0	0
Kristina Koga	F	Sr	34	2	0	2	0.0588	1	0	1	0
Katie Hainrich	F	Jr	9	2	0	2	0.2222	0	2	0	0
Jen Jonsson	D	Jr	35	1	1	2	0.0571	0	0	0	0
Megan Jedinak	D	So	30	1	0	1	0.0333	0	1	0	0
Andreanne Thibault	D	Fr	32	0	1	1	0.0313	0	0	0	0
Britni Kehler	G	Fr	16	0	1	1	0.0625	0	0	0	0
Brittany Mackley	F	Fr	30	0	1	1	0.0333	0	0	0	0
Lyndsay James	F	Jr	4	0	0	0	0.0000	0	0	0	0
Kristin Hallett	D	So	4	0	0	0	0.0000	0	0	0	0
Laura Brennan	G	So	19	0	0	0	0.0000	0	0	0	0
Sammy Jo Miller	D	So	33	0	0	0	0.0000	0	0	0	0
