Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Nichelle Simon	D	Fr	23	10	3	13	0.5652	2	1	0	0
Jessica Flannigan	F	So	25	6	7	13	0.5200	0	0	0	0
Emily Gross	F	Fr	25	8	3	11	0.4400	1	2	0	0
Angie Erickson	D	So	25	5	6	11	0.4400	0	0	0	0
Jeanne Schipper-Jobe	F	So	22	6	3	9	0.4091	0	0	1	0
Kiara Kelley	F	So	23	3	3	6	0.2609	1	0	1	0
Mandy Selden	F	So	25	1	3	4	0.1600	0	0	1	0
Nicole Dutton	F	Fr	22	1	2	3	0.1364	0	0	0	0
Regina Voracek	D	Fr	19	0	2	2	0.1053	0	0	0	0
Ashley Hounslow			13	0	1	1	0.0769	0	0	0	0
Bridget Healy	F/D	Fr	22	0	1	1	0.0455	0	0	0	0
Amber Winn	D	Jr	21	0	1	1	0.0476	0	0	0	0
Kristin Bedell	F	Sr	24	0	0	0	0.0000	0	0	0	0
Emily Krinhop	G	So	21	0	0	0	0.0000	0	0	0	0
Jessica Rice	D	Fr	3	0	0	0	0.0000	0	0	0	0
Claire Reber	G	Fr	9	0	0	0	0.0000	0	0	0	0
