Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Jill Reynolds	F	Jr	23	6	5	11	0.4783	2	4	1	2	0	0
Kelsey Muller	F	So	23	4	1	5	0.2174	13	37	0	0	0	0
Sena Ito	F	Sr	23	3	1	4	0.1739	4	8	1	0	0	0
MJ Cardin	F	Jr	22	2	2	4	0.1818	4	8	0	0	0	0
Molly Friedemann	F	Jr	21	1	3	4	0.1905	1	2	0	0	0	0
Julia Mulhern	F	Jr	22	0	4	4	0.1818	7	14	0	0	0	0
Glenn Hartman-Mattson	F/D	Fr	15	2	1	3	0.2000	4	8	0	0	0	0
Emma Ram	D	Sr	23	1	2	3	0.1304	7	14	0	0	0	0
Julia Heffelfinger	F	Sr	23	2	0	2	0.0870	2	4	0	0	0	0
Ann Wheeler	D	Jr	21	1	1	2	0.0952	7	14	0	0	0	0
Leah Coe	F	Sr	20	1	1	2	0.1000	7	14	0	0	0	0
Jaime Bonner	F/D	Jr	21	0	1	1	0.0476	11	22	0	0	0	0
Kathleen Van Hise	F/D	Fr	13	0	1	1	0.0769	0	0	0	0	0	0
Rebecca Snelling	D	Jr	22	0	1	1	0.0455	14	28	0	0	0	0
Jenna Vanderlinden	D	Fr	23	0	1	1	0.0435	10	20	0	0	0	0
Alex Bean	F	Sr	23	0	0	0	0.0000	0	0	0	0	0	0
Nicole Bonneau	G	So	5	0	0	0	0.0000	0	0	0	0	0	0
Ashleigh Corvi	G	So	21	0	0	0	0.0000	0	0	0	0	0	0
Jennelle Herrick	D	Fr	23	0	0	0	0.0000	9	18	0	0	0	0
Sydney Morgan	F	Fr	23	0	0	0	0.0000	5	10	0	0	0	0
Becca Koppel	D	So	23	0	0	0	0.0000	14	28	0	0	0	0
