Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Meghan Agosta	F	Jr	32	41	37	78	2.4375	19	38	10	14	3	1
Jesse Scanzano	F	So	37	27	35	62	1.6757	36	72	1	11	1	2
Valerie Chouinard	F	Sr	34	21	24	45	1.3235	8	16	4	10	1	0
Vicki Bendus	F	So	37	11	30	41	1.1081	19	38	5	4	2	0
Bailey Bram	F	Fr	37	16	19	35	0.9459	22	44	4	4	0	0
Hayley McMeekin	F	Sr	37	9	26	35	0.9459	17	34	1	3	1	1
Jess Jones	F	Fr	36	16	18	34	0.9444	12	24	3	3	0	0
Ashley Cockell	F	So	37	6	21	27	0.7297	36	72	0	2	0	1
Kelley Steadman	F	Fr	37	13	9	22	0.5946	23	46	0	3	0	0
Melissa Lacroix	D	So	37	2	16	18	0.4865	26	52	0	0	0	0
Cassea Schols	D	So	36	4	13	17	0.4722	26	52	0	2	1	0
Geena Prough	F/D	So	37	3	13	16	0.4324	13	26	1	0	0	0
Meghan Corbett	F	Fr	34	6	5	11	0.3235	4	8	1	0	0	0
Pamela Zgoda	D	Fr	37	0	7	7	0.1892	5	10	0	0	0	0
Johanna Malmstrom	D	Jr	32	1	2	3	0.0938	0	0	1	0	0	0
Lauren Ragen	F	So	9	0	3	3	0.3333	1	2	0	0	0	0
Julie Hersey	F	Fr	32	0	2	2	0.0625	3	6	0	0	0	0
Anna Johnson	D	Fr	37	0	1	1	0.0270	0	0	0	0	0	0
Hillary Pattenden	G	Fr	27	0	1	1	0.0370	0	0	0	0	0	0
Nicole Nelson	G	Sr	4	0	0	0	0.0000	0	0	0	0	0	0
Courtney Drennen	G	Sr	12	0	0	0	0.0000	0	0	0	0	0	0
