Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Stephanie Grossi	F	So	36	14	22	36	1.0000	6	12	3	2	1	0
Jessica Sibley	F	Jr	36	12	18	30	0.8333	13	26	6	3	0	0
Melissa Piacentini	F	Sr	36	9	21	30	0.8333	11	22	1	1	0	0
Nicole Ferrara	F	Sr	36	14	14	28	0.7778	4	8	2	2	0	1
Alysha Burriss	F	So	36	10	12	22	0.6111	2	4	2	3	0	0
Emily Costales	F	So	36	11	10	21	0.5833	11	22	2	3	1	2
Megan Quinn	D	So	36	7	12	19	0.5278	15	30	1	3	0	0
Nicole Renault	D	Sr	36	4	14	18	0.5000	15	30	0	1	0	0
Larissa Martyniuk	D	Jr	36	0	13	13	0.3611	10	20	0	0	0	0
Heather Schwarz	F	Jr	36	4	7	11	0.3056	4	8	1	1	0	0
Allie Munroe	D	Fr	36	4	6	10	0.2778	12	24	0	2	0	0
Danielle Leslie	D	Sr	36	1	8	9	0.2500	10	20	0	0	0	0
Dakota Derrer	D	So	35	3	4	7	0.2000	14	28	1	0	0	0
Morgan Blank	F	Jr	33	3	3	6	0.1818	3	6	0	0	0	0
Karleigh Scully	F	Fr	11	0	2	2	0.1818	0	0	0	0	0	0
Maddi Welch	G	Fr	4	0	1	1	0.2500	0	0	0	0	0	0
Laurence Porlier	F	Jr	36	0	1	1	0.0278	2	4	0	0	0	0
Jenn Gilligan	G	Sr	32	0	0	0	0.0000	0	0	0	0	0	0
Sarah Stuehr	F	Fr	36	0	0	0	0.0000	0	0	0	0	0	0
Abbey Miller	G	So	4	0	0	0	0.0000	0	0	0	0	0	0
