Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Dani Blanchard	F	Fr	22	4	6	10	0.4545	0	1	0	0
MaryAnn Knott	F/D	So	22	7	2	9	0.4091	1	1	0	0
Lindsay Davies	F	So	22	5	3	8	0.3636	1	0	0	0
Caitlin Fusco	F	Fr	21	1	7	8	0.3810	0	0	0	0
Stacy Tilton	F	Sr	21	0	8	8	0.3810	0	0	0	0
Heather Nelson	F	So	20	2	4	6	0.3000	0	0	0	0
Ashley Cary	D	Fr	22	3	2	5	0.2273	1	0	0	0
Melisa Hohman	D	Sr	22	1	4	5	0.2273	1	0	0	0
Leanne Scott	F	Jr	7	1	4	5	0.7143	0	0	0	0
Jennifer DiDio	F	Sr	22	3	1	4	0.1818	0	0	0	0
Brooke Bazinet	D	Jr	22	2	2	4	0.1818	0	1	0	0
Melissa Manning	F	So	22	1	3	4	0.1818	0	1	0	0
Kate Ciraulo	F	Fr	22	2	1	3	0.1364	0	0	0	0
Brooke Frank	F	Sr	20	0	3	3	0.1500	0	0	0	0
Tara Caley	D	So	21	2	0	2	0.0952	1	0	0	0
Laura Totaro	F	So	19	1	0	1	0.0526	0	0	0	0
Rachel Hutchinson	G	Jr	18	0	0	0	0.0000	0	0	0	0
Bethany Tombilillo	F	Fr	4	0	0	0	0.0000	0	0	0	0
Arielle Harris	G	Fr	6	0	0	0	0.0000	0	0	0	0
Abby Brener	D	So	22	0	0	0	0.0000	0	0	0	0
Margaret Hannan	D	Jr	22	0	0	0	0.0000	0	0	0	0
