Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Kendall Coyne	F	So	34	37	31	68	2.0000	13	26	7	9	2	4
Casey Pickett	F	Sr	36	21	26	47	1.3056	5	10	2	4	3	1
Rachel Llanes	F	Sr	36	14	24	38	1.0556	7	14	3	6	0	0
Kelly Wallace	F	Sr	36	16	12	28	0.7778	8	16	3	1	0	0
Brittany Esposito	F	Sr	33	10	17	27	0.8182	2	4	1	3	0	0
Paige Savage	F	Fr	33	9	14	23	0.6970	21	42	4	1	1	0
Maggie DiMasi	D	Jr	35	2	21	23	0.6571	10	20	0	0	0	0
Katie MacSorley	F	Jr	32	9	10	19	0.5938	4	8	2	2	1	1
Colleen Murphy	D	So	36	4	10	14	0.3889	17	34	0	0	0	0
Tori Hickel	F	Fr	36	3	10	13	0.3611	9	18	1	1	0	0
Claire Santostefano	F	Jr	36	4	7	11	0.3056	8	16	0	2	0	0
Maggie Brennolt	D	Jr	35	0	9	9	0.2571	5	10	0	0	0	0
Lucie Povova	F	So	29	3	5	8	0.2759	0	0	0	1	0	0
Ann Doherty	D	So	20	0	6	6	0.3000	4	8	0	0	0	0
Jordan Hampton	D	Fr	24	2	2	4	0.1667	0	0	0	0	0	0
Sonia St. Martin	D	Jr	19	1	3	4	0.2105	8	16	0	0	0	0
Chelsiea Goll	F	So	36	1	2	3	0.0833	2	4	0	0	0	0
Leanne Gallant	D	So	15	0	3	3	0.2000	3	6	0	0	0	0
Casie Fields	D	Sr	32	1	1	2	0.0625	3	6	0	0	0	0
Siena Falino	F	Sr	33	1	0	1	0.0303	2	4	0	0	0	0
Kelsey O'Sullivan	G	Jr	7	0	1	1	0.1429	0	0	0	0	0	0
Chloé Desjardins	G	So	33	0	1	1	0.0303	1	2	0	0	0	0
Chelsey Goldberg	F	So	12	0	0	0	0.0000	0	0	0	0	0	0
